ID,task,CHOICE,scenario_id,age_idx,edu_idx,income_indiv_idx,dur1,dur2,dur3,fee1,fee2,fee3,exempt1,exempt2,exempt3,fee1_10k,fee2_10k,fee3_10k
140,3,3,766,0,3,5,10,3,25,1111557,1362606,0,1,1,0,111.1557,136.2606,0.0
140,4,3,721,0,3,5,5,10,19,1674810,884444,0,1,1,0,167.481,88.4444,0.0
140,5,2,666,0,3,5,6,10,24,1624378,573465,0,1,1,0,162.4378,57.3465,0.0
140,6,2,850,0,3,5,2,8,27,1282230,650837,0,1,1,0,128.223,65.0837,0.0
140,7,3,299,0,3,5,7,3,19,1042760,1364642,0,1,1,0,104.276,136.4642,0.0
140,8,1,415,0,3,5,7,5,23,616074,1062164,0,1,1,0,61.6074,106.2164,0.0
140,9,2,754,0,3,5,5,8,26,1463045,837058,0,1,1,0,146.3045,83.7058,0.0
141,0,3,32,1,3,3,10,1,19,886470,1372243,0,1,1,0,88.647,137.2243,0.0
141,1,2,78,1,3,3,5,6,22,1889289,501354,0,1,1,0,188.9289,50.1354,0.0
141,2,3,44,1,3,3,6,2,19,796449,1890231,0,1,1,0,79.6449,189.0231,0.0
141,3,3,829,1,3,3,8,2,20,821238,995816,0,1,1,0,82.1238,99.5816,0.0
141,4,3,522,1,3,3,11,1,26,1219040,2000000,0,1,1,0,121.904,200.0,0.0
141,5,1,682,1,3,3,1,8,19,938018,857967,0,1,1,0,93.8018,85.7967,0.0
141,6,2,903,1,3,3,4,11,26,1906195,500000,0,1,1,0,190.6195,50.0,0.0
141,7,1,784,1,3,3,10,1,26,704655,1306695,0,1,1,0,70.4655,130.6695,0.0
141,8,3,289,1,3,3,6,7,24,1321141,806935,0,1,1,0,132.1141,80.6935,0.0
141,9,3,931,1,3,3,8,3,27,1042585,1595705,0,1,1,0,104.2585,159.5705,0.0
142,0,1,97,1,2,3,8,5,21,635707,1818770,0,1,1,0,63.5707,181.877,0.0
142,1,1,41,1,2,3,11,2,18,500000,1861364,0,1,1,0,50.0,186.1364,0.0
142,2,3,507,1,2,3,4,11,24,1649048,963994,0,1,1,0,164.9048,96.3994,0.0
142,3,2,355,1,2,3,4,11,25,1596653,844653,0,1,1,0,159.6653,84.4653,0.0
142,4,2,594,1,2,3,3,11,23,1414566,541452,0,1,1,0,141.4566,54.1452,0.0
142,5,1,189,1,2,3,7,6,23,1053878,1473824,0,1,1,0,105.3878,147.3824,0.0
142,6,2,983,1,2,3,5,10,21,1317405,932067,0,1,1,0,131.7405,93.2067,0.0
142,7,3,385,1,2,3,5,11,21,1321284,1033905,0,1,1,0,132.1284,103.3905,0.0
142,8,2,297,1,2,3,6,10,21,1586402,597989,0,1,1,0,158.6402,59.7989,0.0
142,9,3,818,1,2,3,6,2,20,914141,1465627,0,1,1,0,91.4141,146.5627,0.0
143,0,1,478,2,1,5,10,4,20,576712,1310873,0,1,1,0,57.6712,131.0873,0.0
143,1,3,205,2,1,5,3,8,26,1884751,949705,0,1,1,0,188.4751,94.9705,0.0
143,2,3,283,2,1,5,8,1,19,908571,1860701,0,1,1,0,90.8571,186.0701,0.0
143,3,3,961,2,1,5,6,9,24,1860464,1171928,0,1,1,0,186.0464,117.1928,0.0
143,4,3,40,2,1,5,3,11,25,1690905,834476,0,1,1,0,169.0905,83.4476,0.0
143,5,2,575,2,1,5,2,10,24,1174641,505157,0,1,1,0,117.4641,50.5157,0.0
143,6,3,434,2,1,5,11,2,21,923096,1173360,0,1,1,0,92.3096,117.336,0.0
143,7,1,192,2,1,5,7,6,19,773415,1845131,0,1,1,0,77.3415,184.5131,0.0
143,8,1,320,2,1,5,10,4,19,833556,1168281,0,1,1,0,83.3556,116.8281,0.0
143,9,3,810,2,1,5,6,11,21,1539875,1136374,0,1,1,0,153.9875,113.6374,0.0
144,0,1,57,3,1,3,6,3,18,538970,1585471,0,1,1,0,53.897,158.5471,0.0
144,1,1,129,3,1,3,4,10,18,1276877,1247607,0,1,1,0,127.6877,124.7607,0.0
144,2,3,396,3,1,3,1,11,24,1844462,1038841,0,1,1,0,184.4462,103.8841,0.0
144,3,3,351,3,1,3,3,10,27,1562654,1192588,0,1,1,0,156.2654,119.2588,0.0
144,4,3,629,3,1,3,2,6,22,1785792,1128935,0,1,1,0,178.5792,112.8935,0.0
144,5,1,746,3,1,3,10,3,26,731830,1734983,0,1,1,0,73.183,173.4983,0.0
144,6,3,916,3,1,3,1,8,24,1257122,945195,0,1,1,0,125.7122,94.5195,0.0
144,7,1,965,3,1,3,6,1,18,649402,1110790,0,1,1,0,64.9402,111.079,0.0
144,8,3,467,3,1,3,1,8,20,1955503,1057805,0,1,1,0,195.5503,105.7805,0.0
144,9,2,627,3,1,3,2,6,20,1585763,627692,0,1,1,0,158.5763,62.7692,0.0
145,0,2,732,1,3,2,3,10,19,1302657,1280412,0,1,1,0,130.2657,128.0412,0.0
145,1,3,328,1,3,2,4,9,19,1474684,1132328,0,1,1,0,147.4684,113.2328,0.0
145,2,1,634,1,3,2,9,6,27,500000,1524105,0,1,1,0,50.0,152.4105,0.0
145,3,2,444,1,3,2,5,7,22,1627885,1150327,0,1,1,0,162.7885,115.0327,0.0
145,4,1,138,1,3,2,11,4,26,939734,1470923,0,1,1,0,93.9734,147.0923,0.0
145,5,2,199,1,3,2,2,9,22,1247252,844693,0,1,1,0,124.7252,84.4693,0.0
145,6,2,414,1,3,2,1,8,22,2000000,670674,0,1,1,0,200.0,67.0674,0.0
145,7,3,840,1,3,2,3,6,22,1377636,951819,0,1,1,0,137.7636,95.1819,0.0
145,8,2,664,1,3,2,1,6,20,1794888,704206,0,1,1,0,179.4888,70.4206,0.0
145,9,2,550,1,3,2,3,9,25,1216160,697286,0,1,1,0,121.616,69.7286,0.0
146,0,2,973,2,3,1,3,10,25,1907157,580022,0,1,1,0,190.7157,58.0022,0.0
146,1,3,65,2,3,1,4,11,22,1206066,792897,0,1,1,0,120.6066,79.2897,0.0
146,2,3,345,2,3,1,9,3,18,733174,1753694,0,1,1,0,73.3174,175.3694,0.0
146,3,3,671,2,3,1,2,7,21,1103586,712635,0,1,1,0,110.3586,71.2635,0.0
146,4,3,756,2,3,1,3,8,18,1982946,1002518,0,1,1,0,198.2946,100.2518,0.0
146,5,1,248,2,3,1,10,1,27,603104,1083770,0,1,1,0,60.3104,108.377,0.0
146,6,1,686,2,3,1,3,6,20,1169358,915459,0,1,1,0,116.9358,91.5459,0.0
146,7,3,502,2,3,1,6,9,27,1885555,967337,0,1,1,0,188.5555,96.7337,0.0
146,8,3,723,2,3,1,2,10,21,1491008,1025264,0,1,1,0,149.1008,102.5264,0.0
146,9,3,753,2,3,1,9,4,25,648169,1919784,0,1,1,0,64.8169,191.9784,0.0
147,0,2,942,2,2,2,5,6,27,1988995,654445,0,1,1,0,198.8995,65.4445,0.0
147,1,3,614,2,2,2,6,11,25,1729065,873466,0,1,1,0,172.9065,87.3466,0.0
147,2,3,678,2,2,2,2,6,21,1432235,1258015,0,1,1,0,143.2235,125.8015,0.0
147,3,3,916,2,2,2,1,8,24,1257122,945195,0,1,1,0,125.7122,94.5195,0.0
147,4,1,452,2,2,2,6,5,23,967995,2000000,0,1,1,0,96.7995,200.0,0.0
147,5,3,911,2,2,2,6,3,19,804784,1796207,0,1,1,0,80.4784,179.6207,0.0
147,6,1,605,2,2,2,8,4,26,807823,1963743,0,1,1,0,80.7823,196.3743,0.0
147,7,1,48,2,2,2,9,2,20,801788,1512576,0,1,1,0,80.1788,151.2576,0.0
147,8,2,84,2,2,2,5,9,22,1024381,500000,0,1,1,0,102.4381,50.0,0.0
147,9,2,836,2,2,2,4,7,27,1315671,874338,0,1,1,0,131.5671,87.4338,0.0
148,0,3,618,0,3,4,7,1,19,894828,1936367,0,1,1,0,89.4828,193.6367,0.0
148,1,3,769,0,3,4,7,4,18,935841,1280131,0,1,1,0,93.5841,128.0131,0.0
148,2,3,858,0,3,4,8,5,25,1195836,1531121,0,1,1,0,119.5836,153.1121,0.0
148,3,2,114,0,3,4,1,10,26,1142238,810258,0,1,1,0,114.2238,81.0258,0.0
148,4,2,125,0,3,4,1,8,20,1354796,562574,0,1,1,0,135.4796,56.2574,0.0
148,5,2,797,0,3,4,4,9,25,1674732,584543,0,1,1,0,167.4732,58.4543,0.0
148,6,2,991,0,3,4,4,6,27,1163101,767449,0,1,1,0,116.3101,76.7449,0.0
148,7,3,435,0,3,4,6,7,25,1152057,1064753,0,1,1,0,115.2057,106.4753,0.0
148,8,3,961,0,3,4,6,9,24,1860464,1171928,0,1,1,0,186.0464,117.1928,0.0
148,9,1,203,0,3,4,6,2,18,693035,1938473,0,1,1,0,69.3035,193.8473,0.0
149,0,2,993,2,1,1,4,11,20,1635915,799290,0,1,1,0,163.5915,79.929,0.0
149,1,3,697,2,1,1,7,5,19,967344,1641554,0,1,1,0,96.7344,164.1554,0.0
149,2,3,685,2,1,1,11,3,20,799289,1124834,0,1,1,0,79.9289,112.4834,0.0
149,3,3,362,2,1,1,11,3,24,703525,1261978,0,1,1,0,70.3525,126.1978,0.0
149,4,3,385,2,1,1,5,11,21,1321284,1033905,0,1,1,0,132.1284,103.3905,0.0
149,5,3,371,2,1,1,8,5,19,1056962,1298581,0,1,1,0,105.6962,129.8581,0.0
149,6,2,759,2,1,1,2,8,22,1232861,694443,0,1,1,0,123.2861,69.4443,0.0
149,7,3,70,2,1,1,2,10,25,1499859,963355,0,1,1,0,149.9859,96.3355,0.0
149,8,3,543,2,1,1,6,11,23,1321200,1059900,0,1,1,0,132.12,105.99,0.0
149,9,2,856,2,1,1,2,9,25,1980874,798431,0,1,1,0,198.0874,79.8431,0.0
150,0,3,960,3,1,0,4,9,24,1513189,755688,0,1,1,0,151.3189,75.5688,0.0
150,1,3,759,3,1,0,2,8,22,1232861,694443,0,1,1,0,123.2861,69.4443,0.0
150,2,2,543,3,1,0,6,11,23,1321200,1059900,0,1,1,0,132.12,105.99,0.0
150,3,3,773,3,1,0,6,11,25,2000000,1098286,0,1,1,0,200.0,109.8286,0.0
150,4,3,225,3,1,0,11,6,27,745187,1981335,0,1,1,0,74.5187,198.1335,0.0
150,5,3,997,3,1,0,8,3,25,709063,1409892,0,1,1,0,70.9063,140.9892,0.0
150,6,1,998,3,1,0,8,3,19,992128,1610505,0,1,1,0,99.2128,161.0505,0.0
150,7,1,801,3,1,0,10,6,24,1085064,1359939,0,1,1,0,108.5064,135.9939,0.0
150,8,2,594,3,1,0,3,11,23,1414566,541452,0,1,1,0,141.4566,54.1452,0.0
150,9,2,887,3,1,0,6,10,18,1100884,579734,0,1,1,0,110.0884,57.9734,0.0
151,0,1,30,3,3,3,8,3,23,645475,1603327,0,1,1,0,64.5475,160.3327,0.0
151,1,3,641,3,3,3,9,6,23,635521,1079409,0,1,1,0,63.5521,107.9409,0.0
151,2,1,411,3,3,3,10,5,21,887147,1056349,0,1,1,0,88.7147,105.6349,0.0
151,3,2,969,3,3,3,1,7,27,1144590,879841,0,1,1,0,114.459,87.9841,0.0
151,4,1,325,3,3,3,7,4,27,764706,1812604,0,1,1,0,76.4706,181.2604,0.0
151,5,3,610,3,3,3,2,11,26,1709909,947728,0,1,1,0,170.9909,94.7728,0.0
151,6,1,344,3,3,3,6,1,22,780653,1278324,0,1,1,0,78.0653,127.8324,0.0
151,7,3,745,3,3,3,8,6,27,992610,1782619,0,1,1,0,99.261,178.2619,0.0
151,8,1,833,3,3,3,11,3,23,949464,1905323,0,1,1,0,94.9464,190.5323,0.0
151,9,1,747,3,3,3,8,1,22,613273,1714869,0,1,1,0,61.3273,171.4869,0.0
152,0,1,872,2,3,4,10,3,27,1004888,1879229,0,1,1,0,100.4888,187.9229,0.0
152,1,2,88,2,3,4,4,9,26,1917192,631712,0,1,1,0,191.7192,63.1712,0.0
152,2,3,812,2,3,4,4,9,19,1497422,1180840,0,1,1,0,149.7422,118.084,0.0
152,3,1,880,2,3,4,8,1,23,1087733,1278144,0,1,1,0,108.7733,127.8144,0.0
152,4,2,171,2,3,4,6,8,24,1134149,500000,0,1,1,0,113.4149,50.0,0.0
152,5,3,115,2,3,4,2,11,24,2000000,987242,0,1,1,0,200.0,98.7242,0.0
152,6,3,891,2,3,4,11,6,23,935085,1362568,0,1,1,0,93.5085,136.2568,0.0
152,7,2,414,2,3,4,1,8,22,2000000,670674,0,1,1,0,200.0,67.0674,0.0
152,8,3,773,2,3,4,6,11,25,2000000,1098286,0,1,1,0,200.0,109.8286,0.0
152,9,3,831,2,3,4,7,1,18,743702,1788658,0,1,1,0,74.3702,178.8658,0.0
153,0,3,419,2,3,1,6,3,20,1104716,1816390,0,1,1,0,110.4716,181.639,0.0
153,1,1,202,2,3,1,6,3,19,694611,2000000,0,1,1,0,69.4611,200.0,0.0
153,2,2,454,2,3,1,1,11,21,1404545,607451,0,1,1,0,140.4545,60.7451,0.0
153,3,3,367,2,3,1,3,9,22,1395292,989476,0,1,1,0,139.5292,98.9476,0.0
153,4,3,884,2,3,1,6,10,22,1562310,1043364,0,1,1,0,156.231,104.3364,0.0
153,5,3,299,2,3,1,7,3,19,1042760,1364642,0,1,1,0,104.276,136.4642,0.0
153,6,2,885,2,3,1,2,8,18,1579690,756996,0,1,1,0,157.969,75.6996,0.0
153,7,3,474,2,3,1,1,7,19,1666348,993409,0,1,1,0,166.6348,99.3409,0.0
153,8,2,106,2,3,1,4,9,25,1665244,860261,0,1,1,0,166.5244,86.0261,0.0
153,9,1,890,2,3,1,9,5,23,753867,1866889,0,1,1,0,75.3867,186.6889,0.0
154,0,3,624,0,2,0,4,6,24,1304120,1171841,0,1,1,0,130.412,117.1841,0.0
154,1,1,821,0,2,0,11,6,22,605897,1789805,0,1,1,0,60.5897,178.9805,0.0
154,2,1,288,0,2,0,7,1,19,846994,1433604,0,1,1,0,84.6994,143.3604,0.0
154,3,2,647,0,2,0,5,9,18,1567455,669370,0,1,1,0,156.7455,66.937,0.0
154,4,1,216,0,2,0,10,1,24,619167,1371491,0,1,1,0,61.9167,137.1491,0.0
154,5,3,196,0,2,0,4,10,26,1422958,868165,0,1,1,0,142.2958,86.8165,0.0
154,6,2,546,0,2,0,4,7,22,1873479,937577,0,1,1,0,187.3479,93.7577,0.0
154,7,3,608,0,2,0,6,1,18,1234401,1894394,0,1,1,0,123.4401,189.4394,0.0
154,8,1,713,0,2,0,9,6,21,639288,1139757,0,1,1,0,63.9288,113.9757,0.0
154,9,2,960,0,2,0,4,9,24,1513189,755688,0,1,1,0,151.3189,75.5688,0.0
155,0,1,536,4,3,2,8,6,26,669727,1114617,0,1,1,0,66.9727,111.4617,0.0
155,1,1,848,4,3,2,6,5,24,775080,1084381,0,1,1,0,77.508,108.4381,0.0
155,2,3,206,4,3,2,4,10,20,1119562,967977,0,1,1,0,111.9562,96.7977,0.0
155,3,1,834,4,3,2,10,1,20,527754,1427615,0,1,1,0,52.7754,142.7615,0.0
155,4,3,137,4,3,2,5,8,24,1570573,599851,0,1,1,0,157.0573,59.9851,0.0
155,5,3,624,4,3,2,4,6,24,1304120,1171841,0,1,1,0,130.412,117.1841,0.0
155,6,2,627,4,3,2,2,6,20,1585763,627692,0,1,1,0,158.5763,62.7692,0.0
155,7,3,265,4,3,2,2,10,22,1672586,1112665,0,1,1,0,167.2586,111.2665,0.0
155,8,1,703,4,3,2,6,3,27,847216,1827217,0,1,1,0,84.7216,182.7217,0.0
155,9,3,10,4,3,2,5,6,26,1399624,994403,0,1,1,0,139.9624,99.4403,0.0
156,0,1,641,3,1,7,9,6,23,635521,1079409,0,1,1,0,63.5521,107.9409,0.0
156,1,1,248,3,1,7,10,1,27,603104,1083770,0,1,1,0,60.3104,108.377,0.0
156,2,3,636,3,1,7,6,10,26,1410714,917815,0,1,1,0,141.0714,91.7815,0.0
156,3,3,656,3,1,7,7,6,19,1093298,1638530,0,1,1,0,109.3298,163.853,0.0
156,4,1,472,3,1,7,10,4,18,606696,1844389,0,1,1,0,60.6696,184.4389,0.0
156,5,3,265,3,1,7,2,10,22,1672586,1112665,0,1,1,0,167.2586,111.2665,0.0
156,6,3,507,3,1,7,4,11,24,1649048,963994,0,1,1,0,164.9048,96.3994,0.0
156,7,3,458,3,1,7,3,8,25,1327646,933901,0,1,1,0,132.7646,93.3901,0.0
156,8,3,314,3,1,7,5,11,21,1439790,1085605,0,1,1,0,143.979,108.5605,0.0
156,9,1,309,3,1,7,6,3,27,696358,1990403,0,1,1,0,69.6358,199.0403,0.0
157,0,1,607,3,2,3,11,1,25,634242,1896164,0,1,1,0,63.4242,189.6164,0.0
157,1,1,800,3,2,3,10,5,25,652272,1347841,0,1,1,0,65.2272,134.7841,0.0
157,2,3,679,3,2,3,5,9,26,1635585,994092,0,1,1,0,163.5585,99.4092,0.0
157,3,3,756,3,2,3,3,8,18,1982946,1002518,0,1,1,0,198.2946,100.2518,0.0
157,4,1,613,3,2,3,10,3,23,889830,1248482,0,1,1,0,88.983,124.8482,0.0
157,5,3,337,3,2,3,10,5,19,1181814,1436722,0,1,1,0,118.1814,143.6722,0.0
157,6,2,647,3,2,3,5,9,18,1567455,669370,0,1,1,0,156.7455,66.937,0.0
157,7,3,109,3,2,3,8,2,18,941861,1296908,0,1,1,0,94.1861,129.6908,0.0
157,8,1,937,3,2,3,8,2,25,821557,942017,0,1,1,0,82.1557,94.2017,0.0
157,9,1,816,3,2,3,7,4,18,769880,1625786,0,1,1,0,76.988,162.5786,0.0
158,0,1,982,0,3,3,11,1,20,755672,1430456,0,1,1,0,75.5672,143.0456,0.0
158,1,3,855,0,3,3,6,10,23,1585366,612412,0,1,1,0,158.5366,61.2412,0.0
158,2,3,541,0,3,3,4,8,18,1883493,1128060,0,1,1,0,188.3493,112.806,0.0
158,3,3,121,0,3,3,10,4,27,1083701,1334299,0,1,1,0,108.3701,133.4299,0.0
158,4,3,517,0,3,3,3,7,24,1118516,1000431,0,1,1,0,111.8516,100.0431,0.0
158,5,2,894,0,3,3,1,7,18,1907333,577035,0,1,1,0,190.7333,57.7035,0.0
158,6,2,569,0,3,3,5,7,27,1231089,643796,0,1,1,0,123.1089,64.3796,0.0
158,7,3,924,0,3,3,11,2,26,761480,1110222,0,1,1,0,76.148,111.0222,0.0
158,8,1,368,0,3,3,8,1,25,747116,1151998,0,1,1,0,74.7116,115.1998,0.0
158,9,1,877,0,3,3,7,5,21,582990,1692336,0,1,1,0,58.299,169.2336,0.0
159,0,3,467,3,5,2,1,8,20,1955503,1057805,0,1,1,0,195.5503,105.7805,0.0
159,1,2,389,3,5,2,5,10,22,1474102,752535,0,1,1,0,147.4102,75.2535,0.0
159,2,1,55,3,5,2,7,2,26,970627,1297041,0,1,1,0,97.0627,129.7041,0.0
159,3,2,850,3,5,2,2,8,27,1282230,650837,0,1,1,0,128.223,65.0837,0.0
159,4,1,109,3,5,2,8,2,18,941861,1296908,0,1,1,0,94.1861,129.6908,0.0
159,5,3,887,3,5,2,6,10,18,1100884,579734,0,1,1,0,110.0884,57.9734,0.0
159,6,1,309,3,5,2,6,3,27,696358,1990403,0,1,1,0,69.6358,199.0403,0.0
159,7,1,487,3,5,2,10,6,23,881570,1190640,0,1,1,0,88.157,119.064,0.0
159,8,1,28,3,5,2,10,1,25,897456,1162052,0,1,1,0,89.7456,116.2052,0.0
159,9,1,183,3,5,2,10,3,27,500000,1373093,0,1,1,0,50.0,137.3093,0.0
160,0,3,662,1,1,2,9,1,23,692789,1485870,0,1,1,0,69.2789,148.587,0.0
160,1,2,84,1,1,2,5,9,22,1024381,500000,0,1,1,0,102.4381,50.0,0.0
160,2,1,684,1,1,2,8,5,26,598408,1965691,0,1,1,0,59.8408,196.5691,0.0
160,3,1,67,1,1,2,7,3,21,808016,1605187,0,1,1,0,80.8016,160.5187,0.0
160,4,3,55,1,1,2,7,2,26,970627,1297041,0,1,1,0,97.0627,129.7041,0.0
160,5,3,538,1,1,2,11,4,22,652246,1923992,0,1,1,0,65.2246,192.3992,0.0
160,6,1,724,1,1,2,8,2,18,1039946,1715966,0,1,1,0,103.9946,171.5966,0.0
160,7,1,430,1,1,2,9,2,22,825121,1427843,0,1,1,0,82.5121,142.7843,0.0
160,8,2,517,1,1,2,3,7,24,1118516,1000431,0,1,1,0,111.8516,100.0431,0.0
160,9,3,383,1,1,2,5,7,21,1405103,1156558,0,1,1,0,140.5103,115.6558,0.0
161,0,1,501,3,0,0,11,1,27,956437,1845376,0,1,1,0,95.6437,184.5376,0.0
161,1,3,365,3,0,0,7,2,18,1087682,1754528,0,1,1,0,108.7682,175.4528,0.0
161,2,1,949,3,0,0,10,2,24,598956,1470820,0,1,1,0,59.8956,147.082,0.0
161,3,1,535,3,0,0,9,3,20,820370,970765,0,1,1,0,82.037,97.0765,0.0
161,4,1,838,3,0,0,11,3,21,966220,1583655,0,1,1,0,96.622,158.3655,0.0
161,5,3,247,3,0,0,11,1,21,1006019,1668686,0,1,1,0,100.6019,166.8686,0.0
161,6,2,782,3,0,0,3,8,20,1627305,777551,0,1,1,0,162.7305,77.7551,0.0
161,7,3,96,3,0,0,4,9,24,1620804,938636,0,1,1,0,162.0804,93.8636,0.0
161,8,2,817,3,0,0,4,10,23,1156072,903559,0,1,1,0,115.6072,90.3559,0.0
161,9,3,734,3,0,0,10,2,20,890496,1649262,0,1,1,0,89.0496,164.9262,0.0
162,0,2,303,2,1,0,6,7,24,1202567,787060,0,1,1,0,120.2567,78.706,0.0
162,1,3,932,2,1,0,9,1,27,1077772,1183012,0,1,1,0,107.7772,118.3012,0.0
162,2,1,640,2,1,0,8,4,25,698133,1842511,0,1,1,0,69.8133,184.2511,0.0
162,3,3,603,2,1,0,1,8,21,1550065,880306,0,1,1,0,155.0065,88.0306,0.0
162,4,2,785,2,1,0,9,2,27,884916,1253429,0,1,1,0,88.4916,125.3429,0.0
162,5,3,429,2,1,0,6,7,21,1327185,1179663,0,1,1,0,132.7185,117.9663,0.0
162,6,2,23,2,1,0,5,10,20,1959048,730181,0,1,1,0,195.9048,73.0181,0.0
162,7,2,37,2,1,0,6,11,23,1841672,612096,0,1,1,0,184.1672,61.2096,0.0
162,8,3,130,2,1,0,6,2,25,933177,1006347,0,1,1,0,93.3177,100.6347,0.0
162,9,2,263,2,1,0,5,10,27,1857594,501036,0,1,1,0,185.7594,50.1036,0.0
163,0,2,606,0,3,4,5,6,19,1140433,572725,0,1,1,0,114.0433,57.2725,0.0
163,1,1,149,0,3,4,6,2,20,655035,1886611,0,1,1,0,65.5035,188.6611,0.0
163,2,2,289,0,3,4,6,7,24,1321141,806935,0,1,1,0,132.1141,80.6935,0.0
163,3,2,148,0,3,4,2,11,21,1539018,500000,0,1,1,0,153.9018,50.0,0.0
163,4,1,490,0,3,4,8,4,22,500000,1359026,0,1,1,0,50.0,135.9026,0.0
163,5,3,750,0,3,4,6,2,19,1104180,1523091,0,1,1,0,110.418,152.3091,0.0
163,6,3,377,0,3,4,5,6,23,1443027,1181053,0,1,1,0,144.3027,118.1053,0.0
163,7,3,196,0,3,4,4,10,26,1422958,868165,0,1,1,0,142.2958,86.8165,0.0
163,8,2,653,0,3,4,5,6,19,1711180,506424,0,1,1,0,171.118,50.6424,0.0
163,9,2,114,0,3,4,1,10,26,1142238,810258,0,1,1,0,114.2238,81.0258,0.0
164,0,3,97,3,2,1,8,5,21,635707,1818770,0,1,1,0,63.5707,181.877,0.0
164,1,1,76,3,2,1,6,4,24,585723,1558147,0,1,1,0,58.5723,155.8147,0.0
164,2,3,427,3,2,1,6,11,23,1881872,1267073,0,1,1,0,188.1872,126.7073,0.0
164,3,1,38,3,2,1,11,1,25,609772,1887558,0,1,1,0,60.9772,188.7558,0.0
164,4,3,239,3,2,1,3,7,25,1883529,841430,0,1,1,0,188.3529,84.143,0.0
164,5,3,379,3,2,1,7,3,18,1116922,1517778,0,1,1,0,111.6922,151.7778,0.0
164,6,1,987,3,2,1,10,6,22,578651,1491515,0,1,1,0,57.8651,149.1515,0.0
164,7,1,651,3,2,1,7,5,23,985704,1095161,0,1,1,0,98.5704,109.5161,0.0
164,8,1,451,3,2,1,9,4,26,588942,1605047,0,1,1,0,58.8942,160.5047,0.0
164,9,1,705,3,2,1,4,11,26,1023935,840221,0,1,1,0,102.3935,84.0221,0.0
165,0,1,820,2,2,3,10,2,21,669463,1684643,0,1,1,0,66.9463,168.4643,0.0
165,1,2,26,2,2,3,2,9,18,1591342,819284,0,1,1,0,159.1342,81.9284,0.0
165,2,1,391,2,2,3,11,4,27,508742,1663572,0,1,1,0,50.8742,166.3572,0.0
165,3,1,770,2,2,3,6,2,27,1006191,1898156,0,1,1,0,100.6191,189.8156,0.0
165,4,2,211,2,2,3,6,8,25,1541593,606674,0,1,1,0,154.1593,60.6674,0.0
165,5,3,969,2,2,3,1,7,27,1144590,879841,0,1,1,0,114.459,87.9841,0.0
165,6,3,644,2,2,3,5,9,20,1622569,1159480,0,1,1,0,162.2569,115.948,0.0
165,7,2,132,2,2,3,1,7,26,1422668,962968,0,1,1,0,142.2668,96.2968,0.0
165,8,3,937,2,2,3,8,2,25,821557,942017,0,1,1,0,82.1557,94.2017,0.0
165,9,3,500,2,2,3,1,11,19,1322993,648490,0,1,1,0,132.2993,64.849,0.0
166,0,1,324,1,3,0,8,1,25,531371,1260568,0,1,1,0,53.1371,126.0568,0.0
166,1,3,846,1,3,0,10,4,24,866558,1183207,0,1,1,0,86.6558,118.3207,0.0
166,2,3,881,1,3,0,2,11,20,1884081,1103598,0,1,1,0,188.4081,110.3598,0.0
166,3,3,489,1,3,0,4,11,20,1514690,631160,0,1,1,0,151.469,63.116,0.0
166,4,2,375,1,3,0,4,6,22,1289146,916885,0,1,1,0,128.9146,91.6885,0.0
166,5,3,185,1,3,0,4,8,24,1300959,802017,0,1,1,0,130.0959,80.2017,0.0
166,6,2,269,1,3,0,6,10,21,1518074,811432,0,1,1,0,151.8074,81.1432,0.0
166,7,2,510,1,3,0,6,9,25,1339174,883137,0,1,1,0,133.9174,88.3137,0.0
166,8,3,584,1,3,0,6,3,20,997187,1448410,0,1,1,0,99.7187,144.841,0.0
166,9,3,714,1,3,0,7,2,18,968625,1533810,0,1,1,0,96.8625,153.381,0.0
167,0,3,740,4,3,2,4,6,19,1595220,1000586,0,1,1,0,159.522,100.0586,0.0
167,1,3,689,4,3,2,6,5,18,978466,1062258,0,1,1,0,97.8466,106.2258,0.0
167,2,1,350,4,3,2,11,2,24,758261,1118417,0,1,1,0,75.8261,111.8417,0.0
167,3,2,329,4,3,2,2,6,20,1853244,662027,0,1,1,0,185.3244,66.2027,0.0
167,4,1,433,4,3,2,11,3,18,868895,1090201,0,1,1,0,86.8895,109.0201,0.0
167,5,3,130,4,3,2,6,2,25,933177,1006347,0,1,1,0,93.3177,100.6347,0.0
167,6,2,458,4,3,2,3,8,25,1327646,933901,0,1,1,0,132.7646,93.3901,0.0
167,7,2,882,4,3,2,3,10,25,1669599,577529,0,1,1,0,166.9599,57.7529,0.0
167,8,2,673,4,3,2,3,7,26,1175215,729923,0,1,1,0,117.5215,72.9923,0.0
167,9,1,876,4,3,2,6,10,24,974846,960338,0,1,1,0,97.4846,96.0338,0.0
168,0,1,144,1,4,1,7,4,22,659297,1311230,0,1,1,0,65.9297,131.123,0.0
168,1,3,129,1,4,1,4,10,18,1276877,1247607,0,1,1,0,127.6877,124.7607,0.0
168,2,1,378,1,4,1,8,3,27,871725,1915348,0,1,1,0,87.1725,191.5348,0.0
168,3,2,602,1,4,1,1,8,20,1705189,993924,0,1,1,0,170.5189,99.3924,0.0
168,4,3,315,1,4,1,8,4,22,849494,1859436,0,1,1,0,84.9494,185.9436,0.0
168,5,2,208,1,4,1,3,6,21,1236696,877248,0,1,1,0,123.6696,87.7248,0.0
168,6,3,456,1,4,1,7,2,21,770147,1544826,0,1,1,0,77.0147,154.4826,0.0
