scenario_id,dur1,dur2,dur3,fee1,fee2,fee3,exempt1,exempt2,exempt3
622,9,13,24,471000,225000,0,1,1,0
623,8,9,24,1203000,694000,0,1,1,0
624,11,23,24,10000,0,0,1,1,0
625,23,22,24,15000,229000,0,1,1,0
626,10,18,24,478000,179000,0,1,1,0
627,20,18,24,52000,123000,0,1,1,0
628,6,7,24,1505000,649000,0,1,1,0
629,14,19,24,272000,120000,0,1,1,0
630,20,19,24,141000,369000,0,1,1,0
631,3,2,24,709000,937000,0,1,1,0
632,20,19,24,70000,291000,0,1,1,0
633,15,16,24,36000,13000,0,1,1,0
634,5,4,24,1011000,2907000,0,1,1,0
635,14,13,24,16000,124000,0,1,1,0
636,19,20,24,740000,490000,0,1,1,0
637,1,22,24,1492000,24000,0,1,1,0
638,9,16,24,2049000,590000,0,1,1,0
639,11,7,24,1353000,2156000,0,1,1,0
640,22,21,24,25000,183000,0,1,1,0
641,15,14,24,404000,976000,0,1,1,0
642,6,11,24,377000,46000,0,1,1,0
643,8,15,24,1436000,197000,0,1,1,0
644,19,18,24,14000,78000,0,1,1,0
645,19,20,24,496000,43000,0,1,1,0
646,19,18,24,85000,151000,0,1,1,0
647,17,16,24,45000,213000,0,1,1,0
648,9,1,24,322000,3234000,0,1,1,0
649,21,20,24,184000,289000,0,1,1,0
650,18,17,24,259000,1055000,0,1,1,0
651,18,17,24,256000,568000,0,1,1,0
652,12,7,24,624000,2902000,0,1,1,0
653,14,13,24,116000,331000,0,1,1,0
654,17,18,24,1736000,1301000,0,1,1,0
655,15,14,24,180000,1173000,0,1,1,0
656,8,7,24,1876000,2677000,0,1,1,0
657,20,9,24,76000,2739000,0,1,1,0
658,23,23,24,0,0,0,1,1,0
659,19,18,24,175000,298000,0,1,1,0
660,7,10,24,2273000,463000,0,1,1,0
661,2,1,24,21000,50000,0,1,1,0
662,20,19,24,71000,165000,0,1,1,0
663,1,13,24,2295000,524000,0,1,1,0
664,16,8,24,177000,791000,0,1,1,0
665,22,21,24,33000,207000,0,1,1,0
666,9,22,24,1640000,106000,0,1,1,0
667,2,4,24,4472000,2232000,0,1,1,0
668,19,7,24,230000,1372000,0,1,1,0
669,2,20,24,1031000,158000,0,1,1,0
670,18,6,24,626000,3189000,0,1,1,0
671,1,5,24,3644000,408000,0,1,1,0
672,18,17,24,138000,413000,0,1,1,0
673,13,14,24,370000,252000,0,1,1,0
674,5,3,24,286000,744000,0,1,1,0
675,21,22,24,4000,1000,0,1,1,0
676,9,8,24,39000,253000,0,1,1,0
677,10,9,24,340000,1730000,0,1,1,0
678,17,11,24,133000,611000,0,1,1,0
679,16,17,24,390000,290000,0,1,1,0
680,18,17,24,236000,332000,0,1,1,0
681,21,20,24,71000,183000,0,1,1,0
682,13,6,24,318000,2606000,0,1,1,0
683,11,10,24,272000,1336000,0,1,1,0
684,5,16,24,1265000,176000,0,1,1,0
685,1,4,24,237000,42000,0,1,1,0
686,19,20,24,516000,97000,0,1,1,0
687,18,17,24,11000,19000,0,1,1,0
688,14,10,24,150000,681000,0,1,1,0
689,22,21,24,14000,36000,0,1,1,0
690,23,22,24,17000,104000,0,1,1,0
691,5,2,24,755000,4264000,0,1,1,0
692,22,21,24,118000,278000,0,1,1,0
693,21,7,24,26000,1342000,0,1,1,0
694,2,10,24,495000,276000,0,1,1,0
695,13,12,24,187000,1486000,0,1,1,0
696,1,9,24,1698000,323000,0,1,1,0
697,18,17,24,130000,644000,0,1,1,0
698,19,20,24,3000,1000,0,1,1,0
699,14,15,24,1611000,1216000,0,1,1,0
700,17,3,24,60000,347000,0,1,1,0
701,9,10,24,69000,19000,0,1,1,0
702,22,9,24,192000,1685000,0,1,1,0
703,10,11,24,445000,224000,0,1,1,0
704,4,3,24,4275000,5572000,0,1,1,0
705,20,11,24,102000,979000,0,1,1,0
706,19,18,24,33000,76000,0,1,1,0
707,7,17,24,2970000,145000,0,1,1,0
708,15,16,24,1480000,845000,0,1,1,0
709,16,17,24,345000,80000,0,1,1,0
710,18,17,24,78000,205000,0,1,1,0
711,8,9,24,2071000,474000,0,1,1,0
712,18,19,24,804000,295000,0,1,1,0
713,11,12,24,198000,46000,0,1,1,0
714,20,6,24,23000,446000,0,1,1,0
715,14,9,24,382000,1330000,0,1,1,0
716,21,9,24,98000,990000,0,1,1,0
717,1,17,24,1912000,494000,0,1,1,0
718,12,13,24,546000,226000,0,1,1,0
719,12,1,24,47000,145000,0,1,1,0
720,6,9,24,463000,50000,0,1,1,0
721,17,16,24,254000,492000,0,1,1,0
722,11,22,24,1020000,50000,0,1,1,0
723,9,8,24,186000,1455000,0,1,1,0
724,15,4,24,66000,529000,0,1,1,0
725,20,12,24,417000,1732000,0,1,1,0
726,22,21,24,35000,303000,0,1,1,0
727,5,22,24,1992000,73000,0,1,1,0
728,10,7,24,493000,1959000,0,1,1,0
729,18,19,24,289000,209000,0,1,1,0
730,20,19,24,21000,50000,0,1,1,0
731,17,18,24,573000,61000,0,1,1,0
732,15,19,24,14000,4000,0,1,1,0
733,5,4,24,1144000,5347000,0,1,1,0
734,15,4,24,162000,2509000,0,1,1,0
735,2,18,24,2103000,264000,0,1,1,0
736,23,22,24,13000,46000,0,1,1,0
737,23,22,24,35000,96000,0,1,1,0
738,17,16,24,97000,347000,0,1,1,0
739,19,18,24,8000,51000,0,1,1,0
740,2,1,24,706000,2055000,0,1,1,0
741,6,15,24,714000,93000,0,1,1,0
742,8,12,24,2078000,463000,0,1,1,0
743,14,15,24,682000,175000,0,1,1,0
744,18,19,24,645000,225000,0,1,1,0
745,6,7,24,1638000,249000,0,1,1,0
746,6,9,24,1269000,345000,0,1,1,0
747,19,20,24,645000,344000,0,1,1,0
748,18,17,24,21000,91000,0,1,1,0
749,3,4,24,559000,184000,0,1,1,0
750,8,7,24,1597000,2192000,0,1,1,0
751,1,2,24,1103000,912000,0,1,1,0
752,23,22,24,8000,18000,0,1,1,0
753,19,18,24,50000,197000,0,1,1,0
754,21,1,24,65000,987000,0,1,1,0
755,20,13,24,357000,1725000,0,1,1,0
756,21,22,24,47000,11000,0,1,1,0
757,6,5,24,259000,491000,0,1,1,0
758,19,18,24,138000,227000,0,1,1,0
759,13,12,24,796000,1226000,0,1,1,0
760,12,15,24,1246000,405000,0,1,1,0
761,19,21,24,335000,84000,0,1,1,0
762,19,18,24,147000,977000,0,1,1,0
763,12,11,24,326000,1079000,0,1,1,0
764,9,2,24,727000,2311000,0,1,1,0
765,17,16,24,155000,244000,0,1,1,0
766,15,13,24,701000,2276000,0,1,1,0
767,6,1,24,1266000,2618000,0,1,1,0
768,11,12,24,1248000,726000,0,1,1,0
769,19,20,24,304000,126000,0,1,1,0
770,13,14,24,816000,450000,0,1,1,0
771,18,1,24,113000,2016000,0,1,1,0
772,11,10,24,584000,2087000,0,1,1,0
773,21,20,24,78000,168000,0,1,1,0
774,5,6,24,1697000,164000,0,1,1,0
775,17,16,24,5000,34000,0,1,1,0
776,10,16,24,836000,178000,0,1,1,0
777,21,22,24,487000,183000,0,1,1,0
778,8,14,24,23000,11000,0,1,1,0
779,5,4,24,1860000,4318000,0,1,1,0
780,8,7,24,1147000,2406000,0,1,1,0
781,12,13,24,79000,28000,0,1,1,0
782,18,19,24,393000,123000,0,1,1,0
783,6,8,24,447000,108000,0,1,1,0
784,23,23,24,0,0,0,1,1,0
785,23,22,24,14000,117000,0,1,1,0
786,15,14,24,293000,774000,0,1,1,0
787,16,17,24,849000,95000,0,1,1,0
788,18,6,24,66000,803000,0,1,1,0
789,17,18,24,1168000,595000,0,1,1,0
790,8,9,24,430000,200000,0,1,1,0
791,19,20,24,3000,2000,0,1,1,0
792,19,12,24,294000,965000,0,1,1,0
793,21,22,24,38000,17000,0,1,1,0
794,23,23,24,0,0,0,1,1,0
795,5,8,24,382000,174000,0,1,1,0
796,22,21,24,253000,477000,0,1,1,0
797,19,20,24,11000,3000,0,1,1,0
798,7,12,24,272000,87000,0,1,1,0
799,7,4,24,1226000,4005000,0,1,1,0
800,21,14,24,3000,42000,0,1,1,0
801,23,23,24,0,0,0,1,1,0
802,18,19,24,559000,212000,0,1,1,0
803,1,21,24,1643000,25000,0,1,1,0
804,6,12,24,2087000,332000,0,1,1,0
805,15,17,24,1014000,623000,0,1,1,0
806,18,17,24,67000,158000,0,1,1,0
807,21,1,24,428000,3721000,0,1,1,0
808,5,6,24,776000,584000,0,1,1,0
809,5,1,24,847000,2250000,0,1,1,0
810,4,17,24,1143000,155000,0,1,1,0
811,14,13,24,283000,349000,0,1,1,0
812,18,17,24,330000,678000,0,1,1,0
813,13,12,24,940000,1199000,0,1,1,0
814,22,18,24,34000,415000,0,1,1,0
815,23,22,24,37000,300000,0,1,1,0
816,22,23,24,114000,24000,0,1,1,0
817,6,7,24,862000,461000,0,1,1,0
818,3,1,24,1140000,2184000,0,1,1,0
819,19,20,24,847000,459000,0,1,1,0
820,14,11,24,291000,909000,0,1,1,0
821,15,16,24,425000,297000,0,1,1,0
822,4,5,24,1528000,395000,0,1,1,0
823,23,22,24,85000,219000,0,1,1,0
824,6,22,24,3790000,55000,0,1,1,0
825,23,23,24,0,0,0,1,1,0
826,2,15,24,4624000,1482000,0,1,1,0
827,19,13,24,819000,2541000,0,1,1,0
828,2,13,24,51000,13000,0,1,1,0
829,20,19,24,376000,1253000,0,1,1,0
830,12,4,24,317000,613000,0,1,1,0
831,14,15,24,896000,339000,0,1,1,0
832,23,23,24,0,0,0,1,1,0
833,16,17,24,377000,65000,0,1,1,0
834,14,15,24,1980000,279000,0,1,1,0
835,19,20,24,811000,230000,0,1,1,0
836,22,23,24,266000,76000,0,1,1,0
837,22,23,24,122000,32000,0,1,1,0
838,12,17,24,1303000,87000,0,1,1,0
839,5,4,24,234000,1908000,0,1,1,0
840,12,11,24,346000,1249000,0,1,1,0
841,18,17,24,1575000,2436000,0,1,1,0
842,10,9,24,198000,414000,0,1,1,0
843,6,5,24,212000,720000,0,1,1,0
844,11,10,24,796000,1336000,0,1,1,0
845,1,9,24,1030000,450000,0,1,1,0
846,8,14,24,1215000,305000,0,1,1,0
847,17,18,24,1106000,846000,0,1,1,0
848,11,4,24,651000,1127000,0,1,1,0
849,2,6,24,834000,471000,0,1,1,0
850,3,13,24,1505000,680000,0,1,1,0
851,7,18,24,858000,190000,0,1,1,0
852,23,22,24,29000,88000,0,1,1,0
853,13,15,24,50000,34000,0,1,1,0
854,12,13,24,101000,84000,0,1,1,0
855,13,8,24,63000,333000,0,1,1,0
856,19,18,24,173000,1215000,0,1,1,0
857,23,23,24,0,0,0,1,1,0
858,14,13,24,640000,1314000,0,1,1,0
859,19,18,24,7000,47000,0,1,1,0
860,17,18,24,386000,100000,0,1,1,0
861,17,16,24,633000,1472000,0,1,1,0
862,17,16,24,80000,358000,0,1,1,0
863,21,20,24,157000,260000,0,1,1,0
864,17,18,24,1558000,588000,0,1,1,0
865,22,21,24,175000,339000,0,1,1,0
866,22,11,24,196000,2335000,0,1,1,0
867,23,23,24,0,0,0,1,1,0
868,4,11,24,2658000,1454000,0,1,1,0
869,4,18,24,4008000,493000,0,1,1,0
870,16,14,24,52000,216000,0,1,1,0
871,11,10,24,1710000,2451000,0,1,1,0
872,1,3,24,375000,42000,0,1,1,0
873,18,17,24,162000,557000,0,1,1,0
874,5,11,24,3989000,858000,0,1,1,0
875,5,6,24,1173000,265000,0,1,1,0
876,23,22,24,63000,147000,0,1,1,0
877,3,4,24,776000,511000,0,1,1,0
878,12,11,24,179000,218000,0,1,1,0
879,15,16,24,1897000,1003000,0,1,1,0
880,20,21,24,250000,96000,0,1,1,0
881,20,21,24,551000,197000,0,1,1,0
882,17,16,24,508000,990000,0,1,1,0
883,17,8,24,74000,384000,0,1,1,0
884,19,20,24,531000,110000,0,1,1,0
885,18,17,24,540000,984000,0,1,1,0
886,1,4,24,2803000,1298000,0,1,1,0
887,15,7,24,473000,1303000,0,1,1,0
888,19,20,24,29000,20000,0,1,1,0
889,17,16,24,1135000,1634000,0,1,1,0
890,8,9,24,1540000,481000,0,1,1,0
891,9,1,24,614000,3072000,0,1,1,0
892,13,9,24,639000,1221000,0,1,1,0
893,13,10,24,81000,209000,0,1,1,0
894,6,15,24,1732000,420000,0,1,1,0
895,16,5,24,21000,59000,0,1,1,0
896,14,1,24,1090000,4356000,0,1,1,0
897,23,23,24,0,0,0,1,1,0
898,4,6,24,2978000,1313000,0,1,1,0
899,21,20,24,301000,518000,0,1,1,0
900,14,13,24,247000,545000,0,1,1,0
901,20,21,24,574000,384000,0,1,1,0
902,21,13,24,179000,1201000,0,1,1,0
903,16,2,24,67000,1186000,0,1,1,0
904,19,20,24,173000,57000,0,1,1,0
905,17,16,24,406000,1238000,0,1,1,0
906,17,20,24,1296000,647000,0,1,1,0
907,14,15,24,1592000,899000,0,1,1,0
908,12,11,24,76000,181000,0,1,1,0
909,11,10,24,34000,86000,0,1,1,0
910,5,23,24,995000,28000,0,1,1,0
911,21,10,24,8000,42000,0,1,1,0
912,11,13,24,99000,16000,0,1,1,0
913,3,22,24,3150000,177000,0,1,1,0
914,22,21,24,37000,68000,0,1,1,0
915,13,12,24,88000,278000,0,1,1,0
916,13,21,24,826000,30000,0,1,1,0
917,21,22,24,100000,8000,0,1,1,0
918,21,4,24,23000,1050000,0,1,1,0
919,3,1,24,1413000,3049000,0,1,1,0
920,14,13,24,567000,1144000,0,1,1,0
921,15,14,24,501000,950000,0,1,1,0
922,14,16,24,547000,293000,0,1,1,0
923,14,12,24,626000,901000,0,1,1,0
924,10,9,24,11000,48000,0,1,1,0
925,9,16,24,738000,104000,0,1,1,0
926,10,23,24,242000,15000,0,1,1,0
927,23,23,24,0,0,0,1,1,0
928,4,5,24,1499000,1252000,0,1,1,0
929,13,12,24,132000,232000,0,1,1,0
930,14,15,24,485000,86000,0,1,1,0
931,10,8,24,440000,1059000,0,1,1,0
932,11,21,24,981000,64000,0,1,1,0
933,20,8,24,199000,1101000,0,1,1,0
934,12,21,24,8000,1000,0,1,1,0
935,10,17,24,1187000,417000,0,1,1,0
936,2,4,24,1481000,782000,0,1,1,0
937,19,18,24,25000,213000,0,1,1,0
938,3,1,24,1470000,1992000,0,1,1,0
939,17,16,24,376000,569000,0,1,1,0
940,20,19,24,66000,572000,0,1,1,0
941,13,1,24,44000,222000,0,1,1,0
942,13,14,24,2781000,624000,0,1,1,0
943,13,4,24,1075000,2236000,0,1,1,0
944,18,2,24,62000,1189000,0,1,1,0
945,7,21,24,82000,8000,0,1,1,0
946,8,9,24,1928000,369000,0,1,1,0
947,18,19,24,348000,75000,0,1,1,0
948,16,3,24,66000,797000,0,1,1,0
949,19,20,24,20000,4000,0,1,1,0
950,9,19,24,1981000,199000,0,1,1,0
951,23,23,24,0,0,0,1,1,0
952,8,9,24,834000,432000,0,1,1,0
953,15,14,24,980000,2175000,0,1,1,0
954,13,14,24,1391000,314000,0,1,1,0
955,22,21,24,183000,677000,0,1,1,0
956,17,16,24,175000,562000,0,1,1,0
957,16,15,24,217000,868000,0,1,1,0
958,20,19,24,34000,131000,0,1,1,0
959,21,12,24,18000,398000,0,1,1,0
960,19,18,24,594000,1280000,0,1,1,0
961,4,5,24,2064000,308000,0,1,1,0
962,12,11,24,329000,696000,0,1,1,0
963,23,22,24,123000,356000,0,1,1,0
964,11,20,24,892000,90000,0,1,1,0
965,21,1,24,166000,3175000,0,1,1,0
966,4,3,24,723000,1864000,0,1,1,0
967,9,10,24,1707000,1428000,0,1,1,0
968,17,1,24,51000,981000,0,1,1,0
969,16,15,24,535000,799000,0,1,1,0
970,23,22,24,24000,104000,0,1,1,0
971,12,13,24,123000,29000,0,1,1,0
972,17,18,24,125000,65000,0,1,1,0
973,22,23,24,211000,75000,0,1,1,0
974,11,1,24,849000,1816000,0,1,1,0
975,1,8,24,1645000,201000,0,1,1,0
976,21,22,24,80000,15000,0,1,1,0
977,4,5,24,710000,249000,0,1,1,0
978,11,10,24,1240000,3030000,0,1,1,0
979,8,23,24,337000,5000,0,1,1,0
980,18,19,24,1326000,467000,0,1,1,0
981,15,12,24,1456000,2927000,0,1,1,0
982,16,15,24,342000,478000,0,1,1,0
983,10,9,24,1541000,2530000,0,1,1,0
984,14,13,24,772000,2187000,0,1,1,0
985,23,23,24,0,0,0,1,1,0
986,12,11,24,416000,999000,0,1,1,0
987,15,14,24,367000,759000,0,1,1,0
988,13,21,24,1125000,169000,0,1,1,0
989,22,21,24,261000,646000,0,1,1,0
990,18,19,24,606000,215000,0,1,1,0
991,10,11,24,2903000,1411000,0,1,1,0
992,14,13,24,287000,700000,0,1,1,0
993,20,8,24,123000,1211000,0,1,1,0
994,10,7,24,874000,1538000,0,1,1,0
995,18,19,24,1193000,830000,0,1,1,0
996,13,2,24,31000,540000,0,1,1,0
997,6,1,24,3000,22000,0,1,1,0
998,17,7,24,1135000,3083000,0,1,1,0
999,21,20,24,114000,187000,0,1,1,0
1000,5,6,24,33000,21000,0,1,1,0
