ID,task,CHOICE,scenario_id,age_idx,pat_blind_1,pat_blind_2,pat_blind_3,pat_blind_4,pat_blind_5,dur1,dur2,dur3,fee1,fee2,fee3,exempt1,exempt2,exempt3,fee1_10k,fee2_10k,fee3_10k
124,5,1,870,3,3,2,5,2,4,16,9,24,166000,442000,0,1,1,0,16.6,44.2,0.0
124,6,2,568,3,3,2,5,2,4,13,2,24,785000,287000,0,1,1,0,78.5,28.7,0.0
124,7,3,526,3,3,2,5,2,4,22,9,24,680000,1256000,0,1,1,0,68.0,125.6,0.0
124,8,2,614,3,3,2,5,2,4,19,2,24,549000,256000,0,1,1,0,54.9,25.6,0.0
124,9,2,101,3,3,2,5,2,4,9,5,24,826000,198000,0,1,1,0,82.6,19.8,0.0
125,0,2,219,3,3,4,1,4,3,5,21,24,1892000,243000,0,1,1,0,189.2,24.3,0.0
125,1,1,888,3,3,4,1,4,3,22,18,24,277000,561000,0,1,1,0,27.7,56.1,0.0
125,2,2,603,3,3,4,1,4,3,19,8,24,1372000,294000,0,1,1,0,137.2,29.4,0.0
125,3,1,355,3,3,4,1,4,3,9,7,24,121000,288000,0,1,1,0,12.1,28.8,0.0
125,4,2,102,3,3,4,1,4,3,10,6,24,942000,157000,0,1,1,0,94.2,15.7,0.0
125,5,1,260,3,3,4,1,4,3,2,1,24,364000,1406000,0,1,1,0,36.4,140.6,0.0
125,6,1,788,3,3,4,1,4,3,12,9,24,53000,1657000,0,1,1,0,5.3,165.7,0.0
125,7,2,104,3,3,4,1,4,3,8,1,24,1027000,98000,0,1,1,0,102.7,9.8,0.0
125,8,1,315,3,3,4,1,4,3,3,2,24,142000,1778000,0,1,1,0,14.2,177.8,0.0
125,9,2,217,3,3,4,1,4,3,8,13,24,536000,204000,0,1,1,0,53.6,20.4,0.0
126,0,2,809,2,2,5,1,1,1,14,7,24,444000,661000,0,1,1,0,44.4,66.1,0.0
126,1,2,847,2,2,5,1,1,1,17,4,24,366000,301000,0,1,1,0,36.6,30.1,0.0
126,2,2,851,2,2,5,1,1,1,18,7,24,197000,241000,0,1,1,0,19.7,24.1,0.0
126,3,2,354,2,2,5,1,1,1,8,2,24,111000,173000,0,1,1,0,11.1,17.3,0.0
126,4,2,337,2,2,5,1,1,1,7,4,24,142000,119000,0,1,1,0,14.2,11.9,0.0
126,5,1,999,2,2,5,1,1,1,14,17,24,331000,255000,0,1,1,0,33.1,25.5,0.0
126,6,1,452,2,2,5,1,1,1,10,21,24,448000,285000,0,1,1,0,44.8,28.5,0.0
126,7,1,596,2,2,5,1,1,1,12,10,24,1845000,189000,0,1,1,0,184.5,18.9,0.0
126,8,2,640,2,2,5,1,1,1,22,21,24,556000,1495000,0,1,1,0,55.6,149.5,0.0
126,9,1,329,2,2,5,1,1,1,8,5,24,487000,457000,0,1,1,0,48.7,45.7,0.0
127,0,1,767,1,4,3,2,1,3,16,6,24,187000,1575000,0,1,1,0,18.7,157.5,0.0
127,1,2,597,1,4,3,2,1,3,22,10,24,942000,268000,0,1,1,0,94.2,26.8,0.0
127,2,1,754,1,4,3,2,1,3,18,5,24,177000,926000,0,1,1,0,17.7,92.6,0.0
127,3,1,288,1,4,3,2,1,3,3,5,24,87000,1370000,0,1,1,0,8.7,137.0,0.0
127,4,2,879,1,4,3,2,1,3,19,19,24,233000,705000,0,1,1,0,23.3,70.5,0.0
127,5,2,956,1,4,3,2,1,3,14,13,24,194000,393000,0,1,1,0,19.4,39.3,0.0
127,6,2,57,1,4,3,2,1,3,4,4,24,1734000,515000,0,1,1,0,173.4,51.5,0.0
127,7,2,466,1,4,3,2,1,3,2,17,24,475000,425000,0,1,1,0,47.5,42.5,0.0
127,8,1,523,1,4,3,2,1,3,15,5,24,801000,1400000,0,1,1,0,80.1,140.0,0.0
127,9,2,737,1,4,3,2,1,3,18,15,24,1421000,333000,0,1,1,0,142.1,33.3,0.0
128,0,3,612,2,5,4,4,3,5,17,3,24,898000,311000,0,1,1,0,89.8,31.1,0.0
128,1,3,46,2,5,4,4,3,5,8,2,24,541000,1261000,0,1,1,0,54.1,126.1,0.0
128,2,3,544,2,5,4,4,3,5,17,8,24,892000,1951000,0,1,1,0,89.2,195.1,0.0
128,3,1,439,2,5,4,4,3,5,6,21,24,140000,1465000,0,1,1,0,14.0,146.5,0.0
128,4,1,371,2,5,4,4,3,5,10,5,24,51000,126000,0,1,1,0,5.1,12.6,0.0
128,5,2,588,2,5,4,4,3,5,23,6,24,973000,322000,0,1,1,0,97.3,32.2,0.0
128,6,2,76,2,5,4,4,3,5,3,1,24,1295000,255000,0,1,1,0,129.5,25.5,0.0
128,7,1,768,2,5,4,4,3,5,19,2,24,294000,1485000,0,1,1,0,29.4,148.5,0.0
128,8,3,278,2,5,4,4,3,5,5,3,24,338000,1104000,0,1,1,0,33.8,110.4,0.0
128,9,3,432,2,5,4,4,3,5,9,15,24,419000,1549000,0,1,1,0,41.9,154.9,0.0
129,0,1,215,3,1,4,3,3,2,8,15,24,1664000,412000,0,1,1,0,166.4,41.2,0.0
129,1,2,318,3,1,4,3,3,2,8,5,24,384000,291000,0,1,1,0,38.4,29.1,0.0
129,2,2,835,3,1,4,3,3,2,21,3,24,323000,409000,0,1,1,0,32.3,40.9,0.0
129,3,2,124,3,1,4,3,3,2,11,7,24,1568000,406000,0,1,1,0,156.8,40.6,0.0
129,4,1,300,3,1,4,3,3,2,8,9,24,102000,1458000,0,1,1,0,10.2,145.8,0.0
129,5,1,931,3,1,4,3,3,2,17,16,24,329000,1752000,0,1,1,0,32.9,175.2,0.0
129,6,1,891,3,1,4,3,3,2,23,15,24,163000,1084000,0,1,1,0,16.3,108.4,0.0
129,7,1,458,3,1,4,3,3,2,9,16,24,89000,292000,0,1,1,0,8.9,29.2,0.0
129,8,1,923,3,1,4,3,3,2,23,22,24,485000,1019000,0,1,1,0,48.5,101.9,0.0
129,9,2,119,3,1,4,3,3,2,2,1,24,1302000,297000,0,1,1,0,130.2,29.7,0.0
130,0,1,470,1,2,1,1,3,3,3,17,24,241000,198000,0,1,1,0,24.1,19.8,0.0
130,1,1,549,1,2,1,1,3,3,22,5,24,1120000,1435000,0,1,1,0,112.0,143.5,0.0
130,2,1,493,1,2,1,1,3,3,8,18,24,73000,241000,0,1,1,0,7.3,24.1,0.0
130,3,1,942,1,2,1,1,3,3,20,16,24,443000,414000,0,1,1,0,44.3,41.4,0.0
130,4,2,194,1,2,1,1,3,3,11,18,24,1287000,425000,0,1,1,0,128.7,42.5,0.0
130,5,1,147,1,2,1,1,3,3,2,22,24,993000,1151000,0,1,1,0,99.3,115.1,0.0
130,6,2,646,1,2,1,1,3,3,15,19,24,540000,1158000,0,1,1,0,54.0,115.8,0.0
130,7,1,611,1,2,1,1,3,3,14,10,24,1187000,428000,0,1,1,0,118.7,42.8,0.0
130,8,1,392,1,2,1,1,3,3,9,15,24,428000,1402000,0,1,1,0,42.8,140.2,0.0
130,9,2,975,1,2,1,1,3,3,22,15,24,282000,95000,0,1,1,0,28.2,9.5,0.0
131,0,1,300,1,3,3,4,3,2,8,9,24,102000,1458000,0,1,1,0,10.2,145.8,0.0
131,1,2,968,1,3,3,4,3,2,13,17,24,104000,243000,0,1,1,0,10.4,24.3,0.0
131,2,1,394,1,3,3,4,3,2,8,18,24,259000,699000,0,1,1,0,25.9,69.9,0.0
131,3,2,568,1,3,3,4,3,2,13,2,24,785000,287000,0,1,1,0,78.5,28.7,0.0
131,4,3,517,1,3,3,4,3,2,23,9,24,1777000,1388000,0,1,1,0,177.7,138.8,0.0
131,5,3,534,1,3,3,4,3,2,17,3,24,1848000,1936000,0,1,1,0,184.8,193.6,0.0
131,6,1,331,1,3,3,4,3,2,11,10,24,150000,181000,0,1,1,0,15.0,18.1,0.0
131,7,3,155,1,3,3,4,3,2,9,12,24,1474000,1669000,0,1,1,0,147.4,166.9,0.0
131,8,1,878,1,3,3,4,3,2,17,15,24,289000,1593000,0,1,1,0,28.9,159.3,0.0
131,9,3,35,1,3,3,4,3,2,11,10,24,1385000,633000,0,1,1,0,138.5,63.3,0.0
132,0,1,475,0,2,1,1,4,2,5,22,24,429000,366000,0,1,1,0,42.9,36.6,0.0
132,1,1,366,0,2,1,1,4,2,10,1,24,61000,463000,0,1,1,0,6.1,46.3,0.0
132,2,2,578,0,2,1,1,4,2,20,10,24,772000,95000,0,1,1,0,77.2,9.5,0.0
132,3,2,208,0,2,1,1,4,2,4,21,24,1475000,370000,0,1,1,0,147.5,37.0,0.0
132,4,1,925,0,2,1,1,4,2,17,13,24,478000,1421000,0,1,1,0,47.8,142.1,0.0
132,5,1,667,0,2,1,1,4,2,16,13,24,788000,1791000,0,1,1,0,78.8,179.1,0.0
132,6,2,712,0,2,1,1,4,2,20,12,24,1434000,288000,0,1,1,0,143.4,28.8,0.0
132,7,1,86,0,2,1,1,4,2,10,10,24,1016000,362000,0,1,1,0,101.6,36.2,0.0
132,8,1,156,0,2,1,1,4,2,4,19,24,755000,780000,0,1,1,0,75.5,78.0,0.0
132,9,2,987,0,2,1,1,4,2,13,12,24,327000,239000,0,1,1,0,32.7,23.9,0.0
133,0,1,931,1,4,5,4,5,3,17,16,24,329000,1752000,0,1,1,0,32.9,175.2,0.0
133,1,3,154,1,4,5,4,5,3,2,15,24,1392000,869000,0,1,1,0,139.2,86.9,0.0
133,2,1,469,1,4,5,4,5,3,8,20,24,325000,370000,0,1,1,0,32.5,37.0,0.0
133,3,1,914,1,4,5,4,5,3,19,14,24,306000,673000,0,1,1,0,30.6,67.3,0.0
133,4,2,689,1,4,5,4,5,3,18,17,24,1581000,682000,0,1,1,0,158.1,68.2,0.0
133,5,3,158,1,4,5,4,5,3,10,19,24,1165000,1785000,0,1,1,0,116.5,178.5,0.0
133,6,3,682,1,4,5,4,5,3,19,20,24,1845000,1600000,0,1,1,0,184.5,160.0,0.0
133,7,1,915,1,4,5,4,5,3,21,15,24,66000,1113000,0,1,1,0,6.6,111.3,0.0
133,8,1,912,1,4,5,4,5,3,20,19,24,392000,1358000,0,1,1,0,39.2,135.8,0.0
133,9,2,101,1,4,5,4,5,3,9,5,24,826000,198000,0,1,1,0,82.6,19.8,0.0
134,0,3,254,2,3,2,5,3,3,4,3,24,390000,1057000,0,1,1,0,39.0,105.7,0.0
134,1,3,129,2,3,2,5,3,3,9,18,24,743000,1709000,0,1,1,0,74.3,170.9,0.0
134,2,1,401,2,3,2,5,3,3,2,17,24,265000,1895000,0,1,1,0,26.5,189.5,0.0
134,3,1,820,2,3,2,5,3,3,18,11,24,147000,357000,0,1,1,0,14.7,35.7,0.0
134,4,2,218,2,3,2,5,3,3,4,23,24,1348000,178000,0,1,1,0,134.8,17.8,0.0
134,5,2,717,2,3,2,5,3,3,15,13,24,1713000,74000,0,1,1,0,171.3,7.4,0.0
134,6,1,830,2,3,2,5,3,3,18,1,24,104000,97000,0,1,1,0,10.4,9.7,0.0
134,7,3,279,2,3,2,5,3,3,8,8,24,416000,755000,0,1,1,0,41.6,75.5,0.0
134,8,2,193,2,3,2,5,3,3,10,16,24,554000,352000,0,1,1,0,55.4,35.2,0.0
134,9,2,67,2,3,2,5,3,3,2,7,24,627000,432000,0,1,1,0,62.7,43.2,0.0
135,0,2,868,2,1,2,2,5,4,18,6,24,445000,467000,0,1,1,0,44.5,46.7,0.0
135,1,3,564,2,1,2,2,5,4,12,8,24,890000,1586000,0,1,1,0,89.0,158.6,0.0
135,2,3,133,2,1,2,2,5,4,7,22,24,647000,1192000,0,1,1,0,64.7,119.2,0.0
135,3,2,211,2,1,2,2,5,4,4,16,24,1244000,228000,0,1,1,0,124.4,22.8,0.0
135,4,2,620,2,1,2,2,5,4,14,6,24,1055000,450000,0,1,1,0,105.5,45.0,0.0
135,5,2,830,2,1,2,2,5,4,18,1,24,104000,97000,0,1,1,0,10.4,9.7,0.0
135,6,1,281,2,1,2,2,5,4,3,9,24,213000,529000,0,1,1,0,21.3,52.9,0.0
135,7,2,746,2,1,2,2,5,4,19,17,24,598000,387000,0,1,1,0,59.8,38.7,0.0
135,8,3,658,2,1,2,2,5,4,15,23,24,1948000,1526000,0,1,1,0,194.8,152.6,0.0
135,9,2,590,2,1,2,2,5,4,22,5,24,1655000,116000,0,1,1,0,165.5,11.6,0.0
136,0,1,770,3,3,3,5,3,4,18,10,24,74000,964000,0,1,1,0,7.4,96.4,0.0
136,1,1,949,3,3,3,5,3,4,16,20,24,227000,353000,0,1,1,0,22.7,35.3,0.0
136,2,1,436,3,3,3,5,3,4,6,18,24,352000,1703000,0,1,1,0,35.2,170.3,0.0
136,3,2,235,3,3,3,5,3,4,1,19,24,1029000,110000,0,1,1,0,102.9,11.0,0.0
136,4,2,593,3,3,3,5,3,4,21,3,24,1718000,140000,0,1,1,0,171.8,14.0,0.0
136,5,1,475,3,3,3,5,3,4,5,22,24,429000,366000,0,1,1,0,42.9,36.6,0.0
136,6,1,415,3,3,3,5,3,4,1,23,24,98000,1613000,0,1,1,0,9.8,161.3,0.0
136,7,3,142,3,3,3,5,3,4,10,17,24,1873000,1475000,0,1,1,0,187.3,147.5,0.0
136,8,1,5,3,3,3,5,3,4,4,9,24,988000,1763000,0,1,1,0,98.8,176.3,0.0
136,9,2,603,3,3,3,5,3,4,19,8,24,1372000,294000,0,1,1,0,137.2,29.4,0.0
137,0,1,302,0,1,5,2,5,3,11,2,24,131000,1485000,0,1,1,0,13.1,148.5,0.0
137,1,1,185,0,1,5,2,5,3,1,15,24,1234000,1863000,0,1,1,0,123.4,186.3,0.0
137,2,2,236,0,1,5,2,5,3,2,19,24,1340000,89000,0,1,1,0,134.0,8.9,0.0
137,3,1,925,0,1,5,2,5,3,17,13,24,478000,1421000,0,1,1,0,47.8,142.1,0.0
137,4,2,390,0,1,5,2,5,3,9,18,24,367000,708000,0,1,1,0,36.7,70.8,0.0
137,5,2,750,0,1,5,2,5,3,20,15,24,1493000,495000,0,1,1,0,149.3,49.5,0.0
137,6,1,315,0,1,5,2,5,3,3,2,24,142000,1778000,0,1,1,0,14.2,177.8,0.0
137,7,2,643,0,1,5,2,5,3,14,22,24,1599000,1800000,0,1,1,0,159.9,180.0,0.0
137,8,1,207,0,1,5,2,5,3,4,16,24,682000,286000,0,1,1,0,68.2,28.6,0.0
137,9,1,887,0,1,5,2,5,3,22,14,24,147000,1843000,0,1,1,0,14.7,184.3,0.0
138,0,2,803,3,1,2,4,2,4,17,2,24,347000,1608000,0,1,1,0,34.7,160.8,0.0
138,1,2,442,3,1,2,4,2,4,9,18,24,91000,213000,0,1,1,0,9.1,21.3,0.0
138,2,1,320,3,1,2,4,2,4,8,11,24,201000,337000,0,1,1,0,20.1,33.7,0.0
138,3,2,374,3,1,2,4,2,4,3,6,24,58000,464000,0,1,1,0,5.8,46.4,0.0
138,4,2,652,3,1,2,4,2,4,17,19,24,863000,1618000,0,1,1,0,86.3,161.8,0.0
138,5,1,182,3,1,2,4,2,4,4,17,24,1454000,1208000,0,1,1,0,145.4,120.8,0.0
138,6,2,317,3,1,2,4,2,4,8,3,24,356000,172000,0,1,1,0,35.6,17.2,0.0
138,7,2,17,3,1,2,4,2,4,5,4,24,667000,712000,0,1,1,0,66.7,71.2,0.0
138,8,2,540,3,1,2,4,2,4,16,11,24,577000,901000,0,1,1,0,57.7,90.1,0.0
138,9,1,724,3,1,2,4,2,4,22,14,24,1631000,393000,0,1,1,0,163.1,39.3,0.0
139,0,2,303,1,2,1,1,4,1,5,10,24,228000,1953000,0,1,1,0,22.8,195.3,0.0
139,1,2,781,1,2,1,1,4,1,20,2,24,68000,1901000,0,1,1,0,6.8,190.1,0.0
139,2,2,930,1,2,1,1,4,1,15,12,24,472000,1696000,0,1,1,0,47.2,169.6,0.0
139,3,1,206,1,2,1,1,4,1,7,16,24,1743000,219000,0,1,1,0,174.3,21.9,0.0
139,4,2,800,1,2,1,1,4,1,20,1,24,300000,1835000,0,1,1,0,30.0,183.5,0.0
139,5,2,920,1,2,1,1,4,1,16,20,24,456000,1269000,0,1,1,0,45.6,126.9,0.0
139,6,2,178,1,2,1,1,4,1,1,21,24,1326000,1684000,0,1,1,0,132.6,168.4,0.0
139,7,2,851,1,2,1,1,4,1,18,7,24,197000,241000,0,1,1,0,19.7,24.1,0.0
139,8,2,902,1,2,1,1,4,1,15,13,24,210000,884000,0,1,1,0,21.0,88.4,0.0
139,9,2,48,1,2,1,1,4,1,10,2,24,665000,1519000,0,1,1,0,66.5,151.9,0.0
140,0,1,60,1,3,1,1,3,2,2,4,24,1578000,1084000,0,1,1,0,157.8,108.4,0.0
140,1,2,677,1,3,1,1,3,2,15,23,24,1622000,578000,0,1,1,0,162.2,57.8,0.0
140,2,2,439,1,3,1,1,3,2,6,21,24,140000,1465000,0,1,1,0,14.0,146.5,0.0
140,3,1,187,1,3,1,1,3,2,4,12,24,918000,1803000,0,1,1,0,91.8,180.3,0.0
140,4,2,682,1,3,1,1,3,2,19,20,24,1845000,1600000,0,1,1,0,184.5,160.0,0.0
140,5,1,256,1,3,1,1,3,2,5,10,24,362000,1105000,0,1,1,0,36.2,110.5,0.0
140,6,1,5,1,3,1,1,3,2,4,9,24,988000,1763000,0,1,1,0,98.8,176.3,0.0
140,7,1,452,1,3,1,1,3,2,10,21,24,448000,285000,0,1,1,0,44.8,28.5,0.0
140,8,1,763,1,3,1,1,3,2,15,10,24,415000,1976000,0,1,1,0,41.5,197.6,0.0
140,9,1,674,1,3,1,1,3,2,19,22,24,1501000,918000,0,1,1,0,150.1,91.8,0.0
141,0,1,254,1,5,5,5,2,2,4,3,24,390000,1057000,0,1,1,0,39.0,105.7,0.0
141,1,3,129,1,5,5,5,2,2,9,18,24,743000,1709000,0,1,1,0,74.3,170.9,0.0
141,2,2,125,1,5,5,5,2,2,9,1,24,1194000,110000,0,1,1,0,119.4,11.0,0.0
141,3,1,427,1,5,5,5,2,2,4,21,24,257000,615000,0,1,1,0,25.7,61.5,0.0
141,4,2,693,1,5,5,5,2,2,19,17,24,1060000,208000,0,1,1,0,106.0,20.8,0.0
141,5,3,43,1,5,5,5,2,2,11,10,24,1565000,917000,0,1,1,0,156.5,91.7,0.0
141,6,2,572,1,5,5,5,2,2,16,3,24,1129000,423000,0,1,1,0,112.9,42.3,0.0
141,7,2,844,1,5,5,5,2,2,17,10,24,491000,249000,0,1,1,0,49.1,24.9,0.0
141,8,3,39,1,5,5,5,2,2,5,6,24,1844000,734000,0,1,1,0,184.4,73.4,0.0
141,9,1,377,1,5,5,5,2,2,7,2,24,326000,441000,0,1,1,0,32.6,44.1,0.0
142,0,1,297,4,4,3,1,4,4,7,11,24,252000,1867000,0,1,1,0,25.2,186.7,0.0
142,1,1,184,4,4,3,1,4,4,2,12,24,1486000,1631000,0,1,1,0,148.6,163.1,0.0
142,2,1,301,4,4,3,1,4,4,1,3,24,429000,1360000,0,1,1,0,42.9,136.0,0.0
142,3,1,354,4,4,3,1,4,4,8,2,24,111000,173000,0,1,1,0,11.1,17.3,0.0
142,4,1,483,4,4,3,1,4,4,11,20,24,272000,240000,0,1,1,0,27.2,24.0,0.0
142,5,1,332,4,4,3,1,4,4,11,11,24,446000,407000,0,1,1,0,44.6,40.7,0.0
142,6,1,783,4,4,3,1,4,4,14,11,24,492000,985000,0,1,1,0,49.2,98.5,0.0
142,7,1,917,4,4,3,1,4,4,16,19,24,138000,1686000,0,1,1,0,13.8,168.6,0.0
142,8,2,121,4,4,3,1,4,4,5,4,24,977000,62000,0,1,1,0,97.7,6.2,0.0
142,9,2,965,4,4,3,1,4,4,23,13,24,230000,271000,0,1,1,0,23.0,27.1,0.0
143,0,2,659,2,4,1,5,1,4,17,17,24,1506000,1675000,0,1,1,0,150.6,167.5,0.0
143,1,2,672,2,4,1,5,1,4,13,14,24,1929000,511000,0,1,1,0,192.9,51.1,0.0
143,2,1,478,2,4,1,5,1,4,11,22,24,416000,255000,0,1,1,0,41.6,25.5,0.0
143,3,2,679,2,4,1,5,1,4,18,14,24,1539000,1107000,0,1,1,0,153.9,110.7,0.0
143,4,1,739,2,4,1,5,1,4,16,23,24,991000,352000,0,1,1,0,99.1,35.2,0.0
143,5,1,365,2,4,1,5,1,4,11,11,24,161000,385000,0,1,1,0,16.1,38.5,0.0
143,6,2,625,2,4,1,5,1,4,20,10,24,1087000,407000,0,1,1,0,108.7,40.7,0.0
143,7,1,938,2,4,1,5,1,4,22,19,24,256000,798000,0,1,1,0,25.6,79.8,0.0
143,8,1,827,2,4,1,5,1,4,19,5,24,239000,104000,0,1,1,0,23.9,10.4,0.0
143,9,1,174,2,4,1,5,1,4,4,18,24,1072000,1518000,0,1,1,0,107.2,151.8,0.0
144,0,2,487,2,4,5,3,4,3,5,13,24,493000,316000,0,1,1,0,49.3,31.6,0.0
144,1,2,700,2,4,5,3,4,3,21,15,24,963000,120000,0,1,1,0,96.3,12.0,0.0
144,2,1,257,2,4,5,3,4,3,8,8,24,115000,1944000,0,1,1,0,11.5,194.4,0.0
144,3,3,556,2,4,5,3,4,3,14,11,24,1774000,1419000,0,1,1,0,177.4,141.9,0.0
144,4,2,569,2,4,5,3,4,3,14,8,24,1996000,96000,0,1,1,0,199.6,9.6,0.0
144,5,1,932,2,4,5,3,4,3,20,17,24,138000,1977000,0,1,1,0,13.8,197.7,0.0
144,6,3,813,2,4,5,3,4,3,23,2,24,430000,1550000,0,1,1,0,43.0,155.0,0.0
144,7,1,917,2,4,5,3,4,3,16,19,24,138000,1686000,0,1,1,0,13.8,168.6,0.0
144,8,1,849,2,4,5,3,4,3,16,11,24,435000,307000,0,1,1,0,43.5,30.7,0.0
144,9,1,417,2,4,5,3,4,3,6,17,24,133000,1154000,0,1,1,0,13.3,115.4,0.0
145,0,2,853,1,3,3,2,4,1,20,11,24,144000,452000,0,1,1,0,14.4,45.2,0.0
145,1,1,748,1,3,3,2,4,1,23,18,24,1373000,128000,0,1,1,0,137.3,12.8,0.0
145,2,2,818,1,3,3,2,4,1,22,8,24,193000,307000,0,1,1,0,19.3,30.7,0.0
145,3,2,281,1,3,3,2,4,1,3,9,24,213000,529000,0,1,1,0,21.3,52.9,0.0
145,4,2,540,1,3,3,2,4,1,16,11,24,577000,901000,0,1,1,0,57.7,90.1,0.0
145,5,2,812,1,3,3,2,4,1,20,7,24,224000,793000,0,1,1,0,22.4,79.3,0.0
145,6,2,189,1,3,3,2,4,1,11,21,24,740000,957000,0,1,1,0,74.0,95.7,0.0
145,7,1,140,1,3,3,2,4,1,7,12,24,1649000,1137000,0,1,1,0,164.9,113.7,0.0
145,8,1,466,1,3,3,2,4,1,2,17,24,475000,425000,0,1,1,0,47.5,42.5,0.0
145,9,1,195,1,3,3,2,4,1,4,21,24,659000,412000,0,1,1,0,65.9,41.2,0.0
146,0,3,242,1,5,4,5,5,5,8,16,24,1428000,359000,0,1,1,0,142.8,35.9,0.0
146,1,3,285,1,5,4,5,5,5,5,8,24,268000,1490000,0,1,1,0,26.8,149.0,0.0
146,2,3,658,1,5,4,5,5,5,15,23,24,1948000,1526000,0,1,1,0,194.8,152.6,0.0
146,3,3,899,1,5,4,5,5,5,21,22,24,140000,1981000,0,1,1,0,14.0,198.1,0.0
146,4,3,787,1,5,4,5,5,5,21,11,24,303000,1523000,0,1,1,0,30.3,152.3,0.0
146,5,1,300,1,5,4,5,5,5,8,9,24,102000,1458000,0,1,1,0,10.2,145.8,0.0
146,6,3,297,1,5,4,5,5,5,7,11,24,252000,1867000,0,1,1,0,25.2,186.7,0.0
146,7,3,346,1,5,4,5,5,5,6,11,24,403000,187000,0,1,1,0,40.3,18.7,0.0
146,8,3,302,1,5,4,5,5,5,11,2,24,131000,1485000,0,1,1,0,13.1,148.5,0.0
146,9,1,473,1,5,4,5,5,5,6,17,24,85000,100000,0,1,1,0,8.5,10.0,0.0
147,0,1,195,1,4,2,1,2,4,4,21,24,659000,412000,0,1,1,0,65.9,41.2,0.0
147,1,3,43,1,4,2,1,2,4,11,10,24,1565000,917000,0,1,1,0,156.5,91.7,0.0
147,2,1,298,1,4,2,1,2,4,3,1,24,310000,765000,0,1,1,0,31.0,76.5,0.0
147,3,2,72,1,4,2,1,2,4,9,1,24,705000,392000,0,1,1,0,70.5,39.2,0.0
147,4,2,64,1,4,2,1,2,4,2,11,24,703000,276000,0,1,1,0,70.3,27.6,0.0
147,5,3,229,1,4,2,1,2,4,3,12,24,1134000,421000,0,1,1,0,113.4,42.1,0.0
147,6,1,345,1,4,2,1,2,4,5,2,24,331000,288000,0,1,1,0,33.1,28.8,0.0
147,7,2,952,1,4,2,1,2,4,13,19,24,378000,59000,0,1,1,0,37.8,5.9,0.0
147,8,1,313,1,4,2,1,2,4,7,4,24,126000,1614000,0,1,1,0,12.6,161.4,0.0
147,9,2,595,1,4,2,1,2,4,21,1,24,586000,93000,0,1,1,0,58.6,9.3,0.0
148,0,1,475,2,4,2,4,3,2,5,22,24,429000,366000,0,1,1,0,42.9,36.6,0.0
148,1,1,34,2,4,2,4,3,2,2,11,24,821000,836000,0,1,1,0,82.1,83.6,0.0
148,2,2,161,2,4,2,4,3,2,4,16,24,1837000,1593000,0,1,1,0,183.7,159.3,0.0
148,3,2,191,2,4,2,4,3,2,6,21,24,852000,368000,0,1,1,0,85.2,36.8,0.0
148,4,1,137,2,4,2,4,3,2,5,14,24,1663000,902000,0,1,1,0,166.3,90.2,0.0
148,5,1,422,2,4,2,4,3,2,8,19,24,368000,1369000,0,1,1,0,36.8,136.9,0.0
148,6,1,464,2,4,2,4,3,2,4,21,24,219000,299000,0,1,1,0,21.9,29.9,0.0
148,7,2,353,2,4,2,4,3,2,3,1,24,74000,210000,0,1,1,0,7.4,21.0,0.0
148,8,2,546,2,4,2,4,3,2,13,2,24,1390000,1403000,0,1,1,0,139.0,140.3,0.0
148,9,2,492,2,4,2,4,3,2,10,14,24,474000,428000,0,1,1,0,47.4,42.8,0.0
149,0,2,871,3,1,2,1,1,1,20,10,24,343000,411000,0,1,1,0,34.3,41.1,0.0
149,1,1,1000,3,1,2,1,1,1,21,22,24,383000,407000,0,1,1,0,38.3,40.7,0.0
149,2,1,923,3,1,2,1,1,1,23,22,24,485000,1019000,0,1,1,0,48.5,101.9,0.0
149,3,1,62,3,1,2,1,1,1,3,10,24,1698000,1491000,0,1,1,0,169.8,149.1,0.0
149,4,2,321,3,1,2,1,1,1,3,8,24,89000,231000,0,1,1,0,8.9,23.1,0.0
149,5,2,72,3,1,2,1,1,1,9,1,24,705000,392000,0,1,1,0,70.5,39.2,0.0
149,6,2,531,3,1,2,1,1,1,13,4,24,1223000,1878000,0,1,1,0,122.3,187.8,0.0
149,7,2,547,3,1,2,1,1,1,21,9,24,878000,1116000,0,1,1,0,87.8,111.6,0.0
149,8,2,486,3,1,2,1,1,1,4,14,24,122000,90000,0,1,1,0,12.2,9.0,0.0
149,9,1,64,3,1,2,1,1,1,2,11,24,703000,276000,0,1,1,0,70.3,27.6,0.0
150,0,2,201,0,3,4,3,2,1,1,19,24,1381000,105000,0,1,1,0,138.1,10.5,0.0
150,1,2,847,0,3,4,3,2,1,17,4,24,366000,301000,0,1,1,0,36.6,30.1,0.0
150,2,1,888,0,3,4,3,2,1,22,18,24,277000,561000,0,1,1,0,27.7,56.1,0.0
150,3,3,507,0,3,4,3,2,1,18,4,24,692000,1446000,0,1,1,0,69.2,144.6,0.0
150,4,1,483,0,3,4,3,2,1,11,20,24,272000,240000,0,1,1,0,27.2,24.0,0.0
150,5,1,275,0,3,4,3,2,1,7,4,24,78000,1587000,0,1,1,0,7.8,158.7,0.0
150,6,1,451,0,3,4,3,2,1,11,19,24,309000,446000,0,1,1,0,30.9,44.6,0.0
150,7,1,367,0,3,4,3,2,1,6,3,24,178000,463000,0,1,1,0,17.8,46.3,0.0
