ID,task,CHOICE,scenario_id,age_idx,edu_idx,income_indiv_idx,pat_blind_1,pat_blind_2,pat_blind_3,pat_blind_4,pat_blind_5,pat_const_1,pat_const_2,pat_const_3,pat_const_4,pat_const_5,sec_dl_1,sec_dl_2,sec_dl_3,sec_dl_4,sec_dl_5,sec_fp_1,sec_fp_2,sec_fp_3,sec_fp_4,sec_fp_5,dur1,dur2,dur3,fee1,fee2,fee3,exempt1,exempt2,exempt3,fee1_10k,fee2_10k,fee3_10k
74,4,1,67,2,3,5,2,3,3,3,5,3,2,1,3,4,2,1,1,4,2,2,1,1,3,1,2,7,24,627000,432000,0,1,1,0,62.7,43.2,0.0
74,5,3,189,2,3,5,2,3,3,3,5,3,2,1,3,4,2,1,1,4,2,2,1,1,3,1,11,21,24,740000,957000,0,1,1,0,74.0,95.7,0.0
74,6,1,298,2,3,5,2,3,3,3,5,3,2,1,3,4,2,1,1,4,2,2,1,1,3,1,3,1,24,310000,765000,0,1,1,0,31.0,76.5,0.0
74,7,2,987,2,3,5,2,3,3,3,5,3,2,1,3,4,2,1,1,4,2,2,1,1,3,1,13,12,24,327000,239000,0,1,1,0,32.7,23.9,0.0
74,8,3,560,2,3,5,2,3,3,3,5,3,2,1,3,4,2,1,1,4,2,2,1,1,3,1,22,6,24,1444000,1280000,0,1,1,0,144.4,128.0,0.0
74,9,1,985,2,3,5,2,3,3,3,5,3,2,1,3,4,2,1,1,4,2,2,1,1,3,1,15,18,24,309000,109000,0,1,1,0,30.9,10.9,0.0
75,0,3,742,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,14,20,24,1885000,166000,0,1,1,0,188.5,16.6,0.0
75,1,3,650,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,20,20,24,935000,1182000,0,1,1,0,93.5,118.2,0.0
75,2,3,86,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,10,10,24,1016000,362000,0,1,1,0,101.6,36.2,0.0
75,3,3,4,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,7,1,24,567000,696000,0,1,1,0,56.7,69.6,0.0
75,4,1,982,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,22,15,24,208000,321000,0,1,1,0,20.8,32.1,0.0
75,5,2,96,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,4,5,24,1275000,133000,0,1,1,0,127.5,13.3,0.0
75,6,2,971,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,13,21,24,328000,54000,0,1,1,0,32.8,5.4,0.0
75,7,3,791,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,12,11,24,313000,1403000,0,1,1,0,31.3,140.3,0.0
75,8,1,853,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,20,11,24,144000,452000,0,1,1,0,14.4,45.2,0.0
75,9,2,748,3,2,0,5,4,2,3,4,5,5,5,5,3,1,1,3,3,3,4,4,3,4,2,23,18,24,1373000,128000,0,1,1,0,137.3,12.8,0.0
76,0,1,883,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,22,22,24,107000,845000,0,1,1,0,10.7,84.5,0.0
76,1,3,557,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,12,2,24,765000,995000,0,1,1,0,76.5,99.5,0.0
76,2,3,613,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,20,8,24,1479000,212000,0,1,1,0,147.9,21.2,0.0
76,3,3,880,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,19,23,24,429000,1449000,0,1,1,0,42.9,144.9,0.0
76,4,3,512,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,22,3,24,1203000,789000,0,1,1,0,120.3,78.9,0.0
76,5,3,554,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,22,7,24,1837000,1262000,0,1,1,0,183.7,126.2,0.0
76,6,3,675,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,16,16,24,1174000,1855000,0,1,1,0,117.4,185.5,0.0
76,7,3,38,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,11,11,24,740000,1626000,0,1,1,0,74.0,162.6,0.0
76,8,3,810,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,16,10,24,135000,1004000,0,1,1,0,13.5,100.4,0.0
76,9,3,309,1,2,1,4,5,4,5,3,3,2,2,5,3,1,1,2,2,2,3,1,1,1,1,2,2,24,278000,1829000,0,1,1,0,27.8,182.9,0.0
77,0,2,137,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,5,14,24,1663000,902000,0,1,1,0,166.3,90.2,0.0
77,1,1,422,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,8,19,24,368000,1369000,0,1,1,0,36.8,136.9,0.0
77,2,1,464,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,4,21,24,219000,299000,0,1,1,0,21.9,29.9,0.0
77,3,1,353,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,3,1,24,74000,210000,0,1,1,0,7.4,21.0,0.0
77,4,3,546,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,13,2,24,1390000,1403000,0,1,1,0,139.0,140.3,0.0
77,5,3,492,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,10,14,24,474000,428000,0,1,1,0,47.4,42.8,0.0
77,6,1,371,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,10,5,24,51000,126000,0,1,1,0,5.1,12.6,0.0
77,7,1,757,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,12,7,24,191000,1913000,0,1,1,0,19.1,191.3,0.0
77,8,3,133,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,7,22,24,647000,1192000,0,1,1,0,64.7,119.2,0.0
77,9,1,27,0,3,0,1,1,1,3,1,4,1,3,4,2,4,1,4,3,1,4,5,3,4,3,2,10,24,942000,1160000,0,1,1,0,94.2,116.0,0.0
78,0,2,580,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,23,9,24,1504000,265000,0,1,1,0,150.4,26.5,0.0
78,1,1,224,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,6,23,24,751000,331000,0,1,1,0,75.1,33.1,0.0
78,2,2,694,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,21,12,24,1701000,187000,0,1,1,0,170.1,18.7,0.0
78,3,1,27,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,2,10,24,942000,1160000,0,1,1,0,94.2,116.0,0.0
78,4,1,188,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,3,14,24,1000000,1493000,0,1,1,0,100.0,149.3,0.0
78,5,2,352,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,5,7,24,390000,111000,0,1,1,0,39.0,11.1,0.0
78,6,1,807,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,21,1,24,395000,876000,0,1,1,0,39.5,87.6,0.0
78,7,1,293,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,6,9,24,339000,1291000,0,1,1,0,33.9,129.1,0.0
78,8,2,742,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,14,20,24,1885000,166000,0,1,1,0,188.5,16.6,0.0
78,9,1,822,1,5,3,1,3,5,2,5,4,5,4,4,1,3,5,5,5,5,1,4,3,4,2,21,4,24,205000,424000,0,1,1,0,20.5,42.4,0.0
79,0,3,528,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,20,1,24,1662000,1319000,0,1,1,0,166.2,131.9,0.0
79,1,3,37,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,9,9,24,1027000,524000,0,1,1,0,102.7,52.4,0.0
79,2,2,364,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,4,8,24,114000,98000,0,1,1,0,11.4,9.8,0.0
79,3,3,508,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,17,7,24,556000,612000,0,1,1,0,55.6,61.2,0.0
79,4,3,659,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,17,17,24,1506000,1675000,0,1,1,0,150.6,167.5,0.0
79,5,3,916,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,12,15,24,194000,1627000,0,1,1,0,19.4,162.7,0.0
79,6,3,34,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,2,11,24,821000,836000,0,1,1,0,82.1,83.6,0.0
79,7,3,287,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,7,10,24,150000,1566000,0,1,1,0,15.0,156.6,0.0
79,8,3,666,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,20,20,24,1069000,1960000,0,1,1,0,106.9,196.0,0.0
79,9,3,557,2,3,4,4,4,4,1,2,1,3,4,5,5,4,1,4,1,4,1,2,3,2,3,12,2,24,765000,995000,0,1,1,0,76.5,99.5,0.0
80,0,3,539,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,20,9,24,1335000,1493000,0,1,1,0,133.5,149.3,0.0
80,1,2,55,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,2,4,24,1020000,634000,0,1,1,0,102.0,63.4,0.0
80,2,1,436,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,6,18,24,352000,1703000,0,1,1,0,35.2,170.3,0.0
80,3,2,621,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,18,1,24,1267000,260000,0,1,1,0,126.7,26.0,0.0
80,4,2,65,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,6,7,24,1388000,295000,0,1,1,0,138.8,29.5,0.0
80,5,1,851,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,18,7,24,197000,241000,0,1,1,0,19.7,24.1,0.0
80,6,1,274,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,1,9,24,395000,1469000,0,1,1,0,39.5,146.9,0.0
80,7,2,660,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,23,16,24,1073000,756000,0,1,1,0,107.3,75.6,0.0
80,8,1,353,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,3,1,24,74000,210000,0,1,1,0,7.4,21.0,0.0
80,9,3,529,2,4,2,3,5,4,3,2,5,2,4,5,5,5,5,4,3,4,3,1,3,3,3,19,11,24,591000,1311000,0,1,1,0,59.1,131.1,0.0
81,0,1,296,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,7,6,24,73000,1492000,0,1,1,0,7.3,149.2,0.0
81,1,1,938,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,22,19,24,256000,798000,0,1,1,0,25.6,79.8,0.0
81,2,2,79,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,4,4,24,1122000,81000,0,1,1,0,112.2,8.1,0.0
81,3,1,792,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,14,2,24,106000,1600000,0,1,1,0,10.6,160.0,0.0
81,4,2,349,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,1,9,24,375000,222000,0,1,1,0,37.5,22.2,0.0
81,5,3,7,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,9,4,24,1380000,1442000,0,1,1,0,138.0,144.2,0.0
81,6,2,92,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,8,2,24,1163000,55000,0,1,1,0,116.3,5.5,0.0
81,7,1,794,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,20,6,24,182000,1061000,0,1,1,0,18.2,106.1,0.0
81,8,2,484,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,1,16,24,240000,145000,0,1,1,0,24.0,14.5,0.0
81,9,1,311,3,4,2,1,2,2,1,3,1,4,2,4,1,3,4,3,3,1,1,2,1,3,1,5,1,24,65000,1180000,0,1,1,0,6.5,118.0,0.0
82,0,2,386,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,10,13,24,128000,765000,0,1,1,0,12.8,76.5,0.0
82,1,2,1,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,11,1,24,733000,1077000,0,1,1,0,73.3,107.7,0.0
82,2,2,30,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,3,9,24,1017000,1630000,0,1,1,0,101.7,163.0,0.0
82,3,2,568,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,13,2,24,785000,287000,0,1,1,0,78.5,28.7,0.0
82,4,1,612,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,17,3,24,898000,311000,0,1,1,0,89.8,31.1,0.0
82,5,2,682,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,19,20,24,1845000,1600000,0,1,1,0,184.5,160.0,0.0
82,6,2,603,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,19,8,24,1372000,294000,0,1,1,0,137.2,29.4,0.0
82,7,2,708,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,20,15,24,1560000,350000,0,1,1,0,156.0,35.0,0.0
82,8,1,446,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,6,23,24,234000,479000,0,1,1,0,23.4,47.9,0.0
82,9,2,919,1,3,2,1,1,1,2,3,4,1,1,3,5,3,1,1,4,3,2,2,3,2,4,20,21,24,109000,740000,0,1,1,0,10.9,74.0,0.0
83,0,3,137,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,5,14,24,1663000,902000,0,1,1,0,166.3,90.2,0.0
83,1,1,331,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,11,10,24,150000,181000,0,1,1,0,15.0,18.1,0.0
83,2,2,975,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,22,15,24,282000,95000,0,1,1,0,28.2,9.5,0.0
83,3,2,998,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,16,20,24,91000,157000,0,1,1,0,9.1,15.7,0.0
83,4,1,460,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,5,22,24,90000,498000,0,1,1,0,9.0,49.8,0.0
83,5,1,864,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,22,2,24,95000,453000,0,1,1,0,9.5,45.3,0.0
83,6,3,148,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,4,14,24,918000,551000,0,1,1,0,91.8,55.1,0.0
83,7,3,520,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,22,8,24,1806000,632000,0,1,1,0,180.6,63.2,0.0
83,8,2,940,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,18,19,24,247000,90000,0,1,1,0,24.7,9.0,0.0
83,9,1,499,1,3,4,5,5,2,2,2,4,4,5,3,4,2,4,2,3,1,2,3,4,3,1,8,16,24,292000,458000,0,1,1,0,29.2,45.8,0.0
84,0,2,993,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,12,18,24,464000,316000,0,1,1,0,46.4,31.6,0.0
84,1,3,391,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,2,22,24,497000,1865000,0,1,1,0,49.7,186.5,0.0
84,2,1,389,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,10,16,24,328000,1452000,0,1,1,0,32.8,145.2,0.0
84,3,1,293,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,6,9,24,339000,1291000,0,1,1,0,33.9,129.1,0.0
84,4,2,230,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,9,16,24,765000,74000,0,1,1,0,76.5,7.4,0.0
84,5,1,806,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,13,5,24,409000,1639000,0,1,1,0,40.9,163.9,0.0
84,6,2,476,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,3,13,24,225000,356000,0,1,1,0,22.5,35.6,0.0
84,7,2,998,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,16,20,24,91000,157000,0,1,1,0,9.1,15.7,0.0
84,8,1,312,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,1,6,24,204000,1286000,0,1,1,0,20.4,128.6,0.0
84,9,2,952,2,3,2,4,4,5,4,4,4,4,3,2,2,3,5,2,4,4,4,2,5,4,1,13,19,24,378000,59000,0,1,1,0,37.8,5.9,0.0
85,0,2,915,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,21,15,24,66000,1113000,0,1,1,0,6.6,111.3,0.0
85,1,1,643,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,14,22,24,1599000,1800000,0,1,1,0,159.9,180.0,0.0
85,2,2,754,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,18,5,24,177000,926000,0,1,1,0,17.7,92.6,0.0
85,3,2,966,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,23,19,24,119000,87000,0,1,1,0,11.9,8.7,0.0
85,4,1,473,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,6,17,24,85000,100000,0,1,1,0,8.5,10.0,0.0
85,5,1,590,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,22,5,24,1655000,116000,0,1,1,0,165.5,11.6,0.0
85,6,1,74,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,4,7,24,849000,305000,0,1,1,0,84.9,30.5,0.0
85,7,1,217,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,8,13,24,536000,204000,0,1,1,0,53.6,20.4,0.0
85,8,1,646,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,15,19,24,540000,1158000,0,1,1,0,54.0,115.8,0.0
85,9,2,277,1,3,1,2,2,1,1,5,1,1,3,5,3,5,5,2,5,4,3,4,4,4,5,8,1,24,448000,927000,0,1,1,0,44.8,92.7,0.0
86,0,2,846,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,22,3,24,362000,208000,0,1,1,0,36.2,20.8,0.0
86,1,1,611,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,14,10,24,1187000,428000,0,1,1,0,118.7,42.8,0.0
86,2,2,925,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,17,13,24,478000,1421000,0,1,1,0,47.8,142.1,0.0
86,3,2,791,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,12,11,24,313000,1403000,0,1,1,0,31.3,140.3,0.0
86,4,2,926,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,13,15,24,457000,940000,0,1,1,0,45.7,94.0,0.0
86,5,1,572,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,16,3,24,1129000,423000,0,1,1,0,112.9,42.3,0.0
86,6,1,62,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,3,10,24,1698000,1491000,0,1,1,0,169.8,149.1,0.0
86,7,1,738,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,15,14,24,618000,314000,0,1,1,0,61.8,31.4,0.0
86,8,1,728,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,19,23,24,1912000,335000,0,1,1,0,191.2,33.5,0.0
86,9,1,488,1,1,4,1,3,4,2,1,4,4,4,4,3,1,3,2,3,1,5,3,3,4,5,9,23,24,488000,326000,0,1,1,0,48.8,32.6,0.0
87,0,1,898,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,13,17,24,232000,1460000,0,1,1,0,23.2,146.0,0.0
87,1,2,833,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,12,7,24,203000,253000,0,1,1,0,20.3,25.3,0.0
87,2,1,811,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,21,7,24,488000,1920000,0,1,1,0,48.8,192.0,0.0
87,3,1,935,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,18,16,24,81000,1876000,0,1,1,0,8.1,187.6,0.0
87,4,2,567,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,21,8,24,1099000,155000,0,1,1,0,109.9,15.5,0.0
87,5,2,515,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,21,2,24,511000,540000,0,1,1,0,51.1,54.0,0.0
87,6,2,723,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,18,13,24,1288000,408000,0,1,1,0,128.8,40.8,0.0
87,7,2,820,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,18,11,24,147000,357000,0,1,1,0,14.7,35.7,0.0
87,8,2,609,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,14,1,24,703000,202000,0,1,1,0,70.3,20.2,0.0
87,9,2,249,1,4,3,4,1,5,4,3,3,3,3,1,5,4,5,4,5,4,4,2,5,2,1,10,16,24,1485000,67000,0,1,1,0,148.5,6.7,0.0
88,0,3,283,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,2,2,24,292000,1858000,0,1,1,0,29.2,185.8,0.0
88,1,3,279,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,8,8,24,416000,755000,0,1,1,0,41.6,75.5,0.0
88,2,3,152,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,7,18,24,1537000,1012000,0,1,1,0,153.7,101.2,0.0
88,3,3,989,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,21,17,24,271000,336000,0,1,1,0,27.1,33.6,0.0
88,4,3,314,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,7,11,24,347000,878000,0,1,1,0,34.7,87.8,0.0
88,5,2,249,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,10,16,24,1485000,67000,0,1,1,0,148.5,6.7,0.0
88,6,3,834,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,13,9,24,430000,177000,0,1,1,0,43.0,17.7,0.0
88,7,3,513,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,12,8,24,1102000,1960000,0,1,1,0,110.2,196.0,0.0
88,8,3,293,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,6,9,24,339000,1291000,0,1,1,0,33.9,129.1,0.0
88,9,3,631,3,4,2,5,5,5,5,5,5,5,5,4,5,2,2,3,1,3,1,3,1,1,3,17,20,24,1494000,1458000,0,1,1,0,149.4,145.8,0.0
89,0,3,16,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,2,11,24,596000,978000,0,1,1,0,59.6,97.8,0.0
89,1,3,274,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,1,9,24,395000,1469000,0,1,1,0,39.5,146.9,0.0
89,2,3,77,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,5,5,24,1454000,272000,0,1,1,0,145.4,27.2,0.0
89,3,1,313,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,7,4,24,126000,1614000,0,1,1,0,12.6,161.4,0.0
89,4,3,51,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,5,10,24,1607000,1387000,0,1,1,0,160.7,138.7,0.0
89,5,3,158,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,10,19,24,1165000,1785000,0,1,1,0,116.5,178.5,0.0
89,6,3,617,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,16,10,24,1538000,492000,0,1,1,0,153.8,49.2,0.0
89,7,3,936,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,14,14,24,418000,1024000,0,1,1,0,41.8,102.4,0.0
89,8,3,841,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,23,8,24,378000,361000,0,1,1,0,37.8,36.1,0.0
89,9,3,138,2,3,4,5,5,5,3,4,3,3,4,3,3,2,2,2,4,3,4,3,2,3,4,7,18,24,1894000,1920000,0,1,1,0,189.4,192.0,0.0
90,0,2,863,1,3,2,3,5,1,2,1,5,1,2,1,1,2,5,1,1,2,4,2,1,2,3,17,9,24,418000,361000,0,1,1,0,41.8,36.1,0.0
90,1,3,643,1,3,2,3,5,1,2,1,5,1,2,1,1,2,5,1,1,2,4,2,1,2,3,14,22,24,1599000,1800000,0,1,1,0,159.9,180.0,0.0
